ISIN CODE;DATE;ABNORMAL_RETURN;PREDICTED_RETURN;RETURN_STOCK;RETURN_MARKET;t;Surpise_Category 
CH0012255151;18.02.2021;0.007681516;-0.009198392;-0.001516876;-0.007411227;8;#NV
CH0012255151;19.02.2021;0.015365149;0.000821916;0.016187065;0.000705151;9;#NV
CH0012255151;22.02.2021;-0.003788627;-0.001077562;-0.00486619;-0.000833414;10;#NV
CH0012255151;03.02.2022;0.002710644;-0.015459223;-0.012748579;-0.012165944;-10;#NV
CH0012255151;04.02.2022;0.008995971;-0.009750973;-0.000755002;-0.007543324;-9;#NV
CH0012255151;07.02.2022;-0.013391521;0.003524268;-0.009867253;0.00320715;-8;#NV
CH0012255151;08.02.2022;0.00697557;-0.006594254;0.000381316;-0.00498697;-7;#NV
CH0012255151;09.02.2022;0.019347263;0.021367978;0.040715241;0.017657234;-6;#NV
CH0012255151;10.02.2022;0.010563822;-0.003996852;0.00656697;-0.002883557;-5;#NV
CH0012255151;11.02.2022;0.007775607;-0.008503144;-0.000727537;-0.006532815;-4;#NV
CH0012255151;14.02.2022;0.065938937;-0.02180366;0.044135277;-0.017303757;-3;#NV
CH0012255151;15.02.2022;-0.00407572;0.015500459;0.011424739;0.012905635;-2;#NV
CH0012255151;16.02.2022;-0.004889559;5.86E-05;-0.004830927;0.00040063;-1;#NV
CH0012255151;17.02.2022;0.003520977;-0.011508517;-0.00798754;-0.008966608;0;Positive
CH0012255151;18.02.2022;0.005348723;-0.007442964;-0.002094242;-0.005674267;1;#NV
CH0012255151;21.02.2022;0.021817782;-0.013120562;0.00869722;-0.010272064;2;#NV
CH0012255151;22.02.2022;-0.020586138;0.006282737;-0.014303401;0.005440996;3;#NV
CH0012255151;23.02.2022;0.005684627;-0.002527284;0.003157343;-0.001693481;4;#NV
CH0012255151;24.02.2022;-0.010653343;-0.030460579;-0.041113923;-0.024314251;5;#NV
CH0012255151;25.02.2022;0.0050013;0.035061283;0.040062582;0.028746262;6;#NV
CH0012255151;28.02.2022;-0.001350814;0.001000122;-0.000350693;0.001163061;7;#NV
CH0012255151;01.03.2022;-0.069674008;-0.012914906;-0.082588914;-0.010105521;8;#NV
CH0012255151;02.03.2022;0.001107192;0.000795758;0.00190295;0.000997565;9;#NV
CH0012255151;03.03.2022;0.013131139;-0.02191485;-0.008783711;-0.017393801;10;#NV
CH0012255151;23.01.2023;-0.002521106;0.013679738;0.011158632;0.010189588;-10;#NV
CH0012255151;24.01.2023;0.048511146;0.000838355;0.0493495;0;-9;#NV
CH0012255151;25.01.2023;0.002276367;-0.001344834;0.000931532;-0.001732352;-8;#NV
CH0012255151;26.01.2023;0.019406516;-0.007068296;0.012338219;-0.006273897;-7;#NV
CH0012255151;27.01.2023;0.013932331;0.002486402;0.016418733;0.001307719;-6;#NV
CH0012255151;30.01.2023;-0.008389084;0.00506632;-0.003322764;0.003354874;-5;#NV
CH0012255151;31.01.2023;0.006613722;-0.008733971;-0.002120249;-0.007595604;-4;#NV
CH0012255151;01.02.2023;7.29E-05;-0.005240837;-0.00516797;-0.004823815;-3;#NV
CH0012255151;02.02.2023;0.000827218;0.004946996;0.005774214;0.003260191;-2;#NV
CH0012255151;03.02.2023;-0.031476981;0.016517154;-0.014959827;0.012441066;-1;#NV
CH0012255151;06.02.2023;0.003205077;-0.007211863;-0.004006786;-0.006387817;0;Neutral
CH0012255151;07.02.2023;0.009764253;-0.005449917;0.004314336;-0.004989719;1;#NV
CH0012255151;08.02.2023;-0.011010255;0.0042222;-0.006788054;0.002685068;2;#NV
CH0012255151;09.02.2023;-0.00123348;-0.004043577;-0.005277057;-0.003873794;3;#NV
CH0012255151;10.02.2023;-0.004557801;-0.010494224;-0.015052025;-0.008992357;4;#NV
CH0012255151;13.02.2023;0.003297585;0.01019705;0.013494634;0.007426088;5;#NV
CH0012255151;14.02.2023;0.0092487;0.003758606;0.013007306;0.002317208;6;#NV
CH0012255151;15.02.2023;-0.005225804;0.0043023;-0.000923503;0.002748627;7;#NV
CH0012255151;16.02.2023;0.02264602;-0.007364549;0.015281471;-0.006508973;8;#NV
CH0012255151;17.02.2023;-0.004638382;0.006759274;0.002120892;0.004698226;9;#NV
CH0012255151;20.02.2023;-0.005568099;0.001625713;-0.003942386;0.000624766;10;#NV
CH0012255151;08.01.2024;0.005727817;0.00246522;0.008193036;0.004022865;-10;#NV
CH0012255151;09.01.2024;-0.005354758;-9.98E-05;-0.005454559;0.001337367;-9;#NV
CH0012255151;10.01.2024;-0.005212451;-0.002106887;-0.007319337;-0.000763991;-8;#NV
CH0012255151;11.01.2024;0.003548163;-0.009073039;-0.005524876;-0.00805734;-7;#NV
CH0012255151;12.01.2024;-0.011403021;0.004918515;-0.006484506;0.006591391;-6;#NV
CH0012255151;15.01.2024;0.007003604;-0.003756095;0.003247509;-0.002490661;-5;#NV
CH0012255151;16.01.2024;-0.008724149;0.00081897;-0.00790518;0.002299292;-4;#NV
CH0012255151;17.01.2024;-0.002569436;-0.008226256;-0.010795693;-0.007170784;-3;#NV
CH0012255151;18.01.2024;0.008297382;0.001564168;0.00986155;0.003079492;-2;#NV
CH0012255151;19.01.2024;-0.003411616;-0.00456403;-0.007975646;-0.003336545;-1;#NV
CH0012255151;22.01.2024;-0.006362161;0.009184364;0.002822203;0.011057605;0;Negativ
CH0012255151;23.01.2024;-0.035552198;-0.011079658;-0.046631856;-0.010158209;1;#NV
CH0012255151;24.01.2024;-0.028977282;0.002295734;-0.026681548;0.003845419;2;#NV
CH0012255151;25.01.2024;-0.010015328;-0.00040011;-0.010415438;0.001022953;3;#NV
CH0012255151;26.01.2024;0.01729283;0.013881137;0.031173967;0.015974983;4;#NV
CH0012255151;29.01.2024;0.000281789;0.001202258;0.001484047;0.002700583;5;#NV
CH0012255151;30.01.2024;0.0095878;-0.000239638;0.009348162;0.001190961;6;#NV
CH0012255151;31.01.2024;0.006856574;-0.009308157;-0.002451582;-0.008303501;7;#NV
CH0012255151;01.02.2024;-0.000431472;-0.009435406;-0.009866878;-0.008436727;8;#NV
CH0012255151;02.02.2024;-0.015058651;0.000324959;-0.014733691;0.001782078;9;#NV
CH0012255151;05.02.2024;-0.008266662;0.001957493;-0.006309169;0.003491291;10;#NV
CH0012268360;13.02.2020;0.005619676;-0.00181739;0.003802286;-0.001245718;-10;#NV
CH0012268360;14.02.2020;-0.012084052;0.002551091;-0.009532961;0.004725495;-9;#NV
CH0012268360;17.02.2020;-0.001133274;0.001133274;0;0.002787501;-8;#NV
CH0012268360;18.02.2020;-0.003045232;-0.002718473;-0.005763705;-0.002477395;-7;#NV
CH0012268360;19.02.2020;0.001136078;0.006541503;0.007677581;0.010179932;-6;#NV
CH0012268360;20.02.2020;0.021948002;-0.006767445;0.015180557;-0.008011876;-5;#NV
CH0012268360;21.02.2020;-0.015202985;-0.003808994;-0.019011979;-0.003968013;-4;#NV
CH0012268360;24.02.2020;-0.016911896;-0.027234556;-0.044146452;-0.035988073;-3;#NV
CH0012268360;25.02.2020;-0.009879958;-0.015515008;-0.025394966;-0.019968793;-2;#NV
CH0012268360;26.02.2020;-0.007158055;0.000966084;-0.00619197;0.002558973;-1;#NV
CH0012268360;27.02.2020;-0.020225917;-0.022063682;-0.0422896;-0.028920081;0;Negativ
CH0012268360;28.02.2020;-0.004125159;-0.027693213;-0.031818373;-0.036615005;1;#NV
CH0012268360;02.03.2020;-0.042216739;0.008199854;-0.034016885;0.012446707;2;#NV
CH0012268360;03.03.2020;0.069096422;0.01068008;0.079776502;0.015836892;3;#NV
CH0012268360;04.03.2020;-0.069090116;0.009862282;-0.059227834;0.014719056;4;#NV
CH0012268360;05.03.2020;0.015600226;-0.008843444;0.006756782;-0.010849529;5;#NV
CH0012268360;06.03.2020;0.046951561;-0.029153538;0.017798023;-0.038611102;6;#NV
CH0012268360;09.03.2020;-0.047840522;-0.040876227;-0.088716749;-0.054634675;7;#NV
CH0012268360;10.03.2020;-0.019657721;-0.00226764;-0.021925361;-0.001861158;8;#NV
CH0012268360;11.03.2020;-0.002136318;-0.005280279;-0.007416598;-0.005979091;9;#NV
CH0012268360;12.03.2020;-0.007928379;-0.070771145;-0.078699524;-0.095497604;10;#NV
CH0012268360;11.02.2021;0.046590394;0.002398994;0.048989387;0.003048977;-10;#NV
CH0012268360;12.02.2021;-0.007752393;0.001758369;-0.005994024;0.002407197;-9;#NV
CH0012268360;15.02.2021;-0.008599909;0.004583839;-0.00401607;0.005237762;-8;#NV
CH0012268360;16.02.2021;0.010295419;-0.002279344;0.008016075;-0.001637796;-7;#NV
CH0012268360;17.02.2021;-0.011944685;-0.010256025;-0.02220071;-0.009628859;-6;#NV
CH0012268360;18.02.2021;-0.016752274;-0.008042385;-0.024794659;-0.007411227;-5;#NV
CH0012268360;19.02.2021;0.022692371;5.94E-05;0.022751757;0.000705151;-4;#NV
CH0012268360;22.02.2021;0.003519311;-0.001476409;0.002042902;-0.000833414;-3;#NV
CH0012268360;23.02.2021;-0.014512435;-0.011328796;-0.025841231;-0.010703565;-2;#NV
CH0012268360;24.02.2021;0.042562551;0.009463459;0.05202601;0.010126179;-1;#NV
CH0012268360;25.02.2021;-0.057313696;-0.006297488;-0.063611185;-0.005663185;0;Negativ
CH0012268360;26.02.2021;-0.004298986;-0.013873615;-0.018172601;-0.013252971;1;#NV
CH0012268360;01.03.2021;0.013122869;0.016634905;0.029757775;0.017310556;2;#NV
CH0012268360;02.03.2021;-0.011189644;0.008043338;-0.003146306;0.008703498;3;#NV
CH0012268360;03.03.2021;0.016675116;-0.004148856;0.01252626;-0.003510679;4;#NV
CH0012268360;04.03.2021;-0.020332987;-0.002753033;-0.02308602;-0.002112339;5;#NV
CH0012268360;05.03.2021;-0.001412992;-0.012483544;-0.013896536;-0.011860394;6;#NV
CH0012268360;08.03.2021;-0.006879127;0.018650263;0.011771136;0.019329547;7;#NV
CH0012268360;09.03.2021;-0.003726498;0.003726498;0;0.004378874;8;#NV
CH0012268360;10.03.2021;-0.00797184;0.003707441;-0.004264399;0.004359783;9;#NV
CH0012268360;11.03.2021;0.005412495;-0.001148097;0.004264399;-0.000504509;10;#NV
CH0012268360;09.02.2022;-0.014539736;0.003644686;-0.010895049;0.017657234;-10;#NV
CH0012268360;10.02.2022;0.034538904;-0.002203523;0.032335381;-0.002883557;-9;#NV
CH0012268360;11.02.2022;-0.01819782;-0.003242511;-0.021440331;-0.006532815;-8;#NV
CH0012268360;14.02.2022;0.00940032;-0.006309127;0.003091193;-0.017303757;-7;#NV
CH0012268360;15.02.2022;-0.014714369;0.002291849;-0.01242252;0.012905635;-6;#NV
CH0012268360;16.02.2022;0.042590346;-0.001268476;0.04132187;0.00040063;-5;#NV
CH0012268360;17.02.2022;-0.024963909;-0.003935441;-0.02889935;-0.008966608;-4;#NV
CH0012268360;18.02.2022;0.021347211;-0.002998072;0.018349139;-0.005674267;-3;#NV
CH0012268360;21.02.2022;-0.020233989;-0.00430712;-0.024541109;-0.010272064;-2;#NV
CH0012268360;22.02.2022;0.021339628;0.000166577;0.021506205;0.005440996;-1;#NV
CH0012268360;23.02.2022;0.077924733;-0.001864694;0.076060039;-0.001693481;0;Positive
CH0012268360;24.02.2022;-0.034867073;-0.008305099;-0.043172172;-0.024314251;1;#NV
CH0012268360;25.02.2022;-0.003865006;0.006801866;0.00293686;0.028746262;2;#NV
CH0012268360;28.02.2022;-0.040870904;-0.001051402;-0.041922306;0.001163061;3;#NV
CH0012268360;01.03.2022;-0.008048145;-0.004259703;-0.012307848;-0.010105521;4;#NV
CH0012268360;02.03.2022;0.001098521;-0.001098521;0;0.000997565;5;#NV
CH0012268360;03.03.2022;0.024740191;-0.006334764;0.018405428;-0.017393801;6;#NV
CH0012268360;04.03.2022;-0.036025852;-0.010638913;-0.046664765;-0.032511354;7;#NV
CH0012268360;07.03.2022;-0.034796435;-0.004169533;-0.038965969;-0.009788815;8;#NV
CH0012268360;08.03.2022;0.034477444;-0.005111549;0.029365895;-0.013097477;9;#NV
CH0012268360;09.03.2022;0.039953868;0.01021339;0.050167259;0.040728632;10;#NV
CH0012268360;09.02.2023;-0.017710317;-0.003343092;-0.021053409;-0.003873794;-10;#NV
CH0012268360;10.02.2023;-0.021756677;-0.006292626;-0.028049304;-0.008992357;-9;#NV
CH0012268360;13.02.2023;0.043848823;0.003168383;0.047017207;0.007426088;-8;#NV
CH0012268360;14.02.2023;-0.010717704;0.000224428;-0.010493276;0.002317208;-7;#NV
CH0012268360;15.02.2023;0.003737502;0.00047303;0.004210533;0.002748627;-6;#NV
CH0012268360;16.02.2023;0.013229844;-0.004861594;0.00836825;-0.006508973;-5;#NV
CH0012268360;17.02.2023;-0.003681979;0.001596473;-0.002085506;0.004698226;-4;#NV
CH0012268360;20.02.2023;-0.007634964;-0.000750829;-0.008385793;0.000624766;-3;#NV
CH0012268360;21.02.2023;0.003033972;-0.000930922;0.00210305;0.000312237;-2;#NV
CH0012268360;22.02.2023;0.00671039;-0.000427647;0.006282743;0.001185611;-1;#NV
CH0012268360;23.02.2023;-0.03705872;-0.003415388;-0.040474108;-0.003999255;0;Negativ
CH0012268360;24.02.2023;0.038413524;-0.004222159;0.034191365;-0.00539931;1;#NV
CH0012268360;27.02.2023;-0.040043788;0.001495117;-0.03854867;0.004522337;2;#NV
CH0012268360;28.02.2023;0.009208434;-0.007027408;0.002181026;-0.010267483;3;#NV
CH0012268360;01.03.2023;-0.041905543;-0.002645254;-0.044550797;-0.00266278;4;#NV
CH0012268360;02.03.2023;-0.004060551;0.004060551;0;0.008974338;5;#NV
CH0012268360;03.03.2023;0.001684672;0.000590641;0.002275314;0.002952727;6;#NV
CH0012268360;06.03.2023;-0.019088496;-0.003901022;-0.022989518;-0.004842015;7;#NV
CH0012268360;07.03.2023;0.000787674;-0.005449687;-0.004662013;-0.007529537;8;#NV
CH0012268360;08.03.2023;-0.040169197;-0.002796839;-0.042966036;-0.002925838;9;#NV
CH0012268360;09.03.2023;-0.015687154;-0.004017917;-0.019705071;-0.005044872;10;#NV
CH0012268360;08.02.2024;0.007504467;-0.007504467;0;-0.004276102;-10;#NV
CH0012268360;09.02.2024;-0.003624867;-0.008447714;-0.012072581;-0.005194151;-9;#NV
CH0012268360;12.02.2024;0.006762915;0.005309667;0.012072581;0.008195718;-8;#NV
CH0012268360;13.02.2024;0.018846636;-0.006918065;0.011928571;-0.003705364;-7;#NV
CH0012268360;14.02.2024;0.023194797;0.004097346;0.027292142;0.007015782;-6;#NV
CH0012268360;15.02.2024;-0.003009038;0.003009038;0;0.005956548;-5;#NV
CH0012268360;16.02.2024;0.124063581;-0.001165445;0.122898136;0.001893581;-4;#NV
CH0012268360;19.02.2024;0.198661614;0.00386265;0.202524264;0.006787356;-3;#NV
CH0012268360;20.02.2024;0.024526881;0.000165732;0.024692613;0.003189197;-2;#NV
CH0012268360;21.02.2024;-0.155916464;-0.005487194;-0.161403658;-0.002312718;-1;#NV
CH0012268360;22.02.2024;-0.132945182;-0.006976008;-0.139921191;-0.00376176;0;Negativ
CH0012268360;23.02.2024;-0.093831742;0.005820865;-0.088010877;0.00869326;1;#NV
CH0012268360;26.02.2024;0.003527076;-0.007535097;-0.004008021;-0.004305913;2;#NV
CH0012268360;27.02.2024;0.066802525;-0.004525596;0.06227693;-0.001376807;3;#NV
CH0012268360;28.02.2024;0.065151753;-0.00652691;0.058624843;-0.003324659;4;#NV
CH0012268360;29.02.2024;0.037756856;-0.002788258;0.034968598;0.00031412;5;#NV
CH0012268360;01.03.2024;-0.009385111;0.002488532;-0.006896579;0.005449946;6;#NV
CH0012268360;04.03.2024;-0.064123193;-0.003881536;-0.068004729;-0.000749953;7;#NV
CH0012268360;05.03.2024;0.001651126;-0.005361705;-0.003710579;-0.002190581;8;#NV
CH0012268360;06.03.2024;-0.000682984;0.004393564;0.003710579;0.007304087;9;#NV
CH0012268360;07.03.2024;-0.016087582;0.001161932;-0.01492565;0.004158784;10;#NV
CH0012335540;29.01.2020;0.009022027;0.007319367;0.016341394;0.007242725;-10;#NV
CH0012335540;30.01.2020;-0.003726459;-0.009753702;-0.013480162;-0.010499953;-9;#NV
CH0012335540;31.01.2020;-0.029162969;-0.010172036;-0.039335005;-0.010934694;-8;#NV
CH0012335540;03.02.2020;0.006642713;0.003704756;0.010347469;0.003486349;-7;#NV
CH0012335540;04.02.2020;0.004524868;0.012245485;0.016770353;0.012362047;-6;#NV
CH0012335540;05.02.2020;0.008098004;0.015482938;0.023580943;0.015726474;-5;#NV
CH0012335540;06.02.2020;0.003556795;0.001374529;0.004931324;0.001064729;-4;#NV
CH0012335540;07.02.2020;0.006582291;-0.000976109;0.005606181;-0.001378101;-3;#NV
CH0012335540;10.02.2020;-0.001988235;0.004082477;0.002094242;0.003878884;-2;#NV
CH0012335540;11.02.2020;0.007389153;0.005085021;0.012474174;0.004920749;-1;#NV
CH0012335540;12.02.2020;0.012344505;-0.001385491;0.010959014;-0.001803539;0;Neutral
CH0012335540;13.02.2020;-0.003246846;-0.000848722;-0.004095569;-0.001245718;1;#NV
CH0012335540;14.02.2020;0.005310505;0.004897137;0.010207642;0.004725495;2;#NV
CH0012335540;17.02.2020;-0.009144356;0.003032283;-0.006112073;0.002787501;3;#NV
CH0012335540;18.02.2020;-1.18E-05;-0.002033916;-0.002045688;-0.002477395;4;#NV
CH0012335540;19.02.2020;0.006775155;0.010145723;0.016920877;0.010179932;5;#NV
CH0012335540;20.02.2020;-0.008878992;-0.007359525;-0.016238516;-0.008011876;6;#NV
CH0012335540;21.02.2020;-0.004063425;-0.003468278;-0.007531703;-0.003968013;7;#NV
CH0012335540;24.02.2020;-0.01286214;-0.034279899;-0.047142039;-0.035988073;8;#NV
CH0012335540;25.02.2020;0.004351144;-0.018865187;-0.014514043;-0.019968793;9;#NV
CH0012335540;26.02.2020;0.001563996;0.002812379;0.004376375;0.002558973;10;#NV
CH0012335540;28.01.2021;0.01322076;-0.004301319;0.008919442;-0.003177834;-10;#NV
CH0012335540;29.01.2021;0.016693034;-0.03114117;-0.014448136;-0.022532175;-9;#NV
CH0012335540;01.02.2021;-0.022248166;0.019472315;-0.002775852;0.013965443;-8;#NV
CH0012335540;02.02.2021;0.009645211;0.010307291;0.019952502;0.007356502;-7;#NV
CH0012335540;03.02.2021;0.006538823;-0.002459959;0.004078864;-0.001850021;-6;#NV
CH0012335540;04.02.2021;0.016963473;0.009811888;0.026775361;0.006999265;-5;#NV
CH0012335540;05.02.2021;0.025768836;-0.01199361;0.013775226;-0.008724781;-4;#NV
CH0012335540;08.02.2021;-0.002138928;0.004091418;0.00195249;0.002874208;-3;#NV
CH0012335540;09.02.2021;-0.00131174;0.001961724;0.000649984;0.001338475;-2;#NV
CH0012335540;10.02.2021;-0.002432794;0.00178281;-0.000649984;0.001209459;-1;#NV
CH0012335540;11.02.2021;-0.092646394;0.004333781;-0.088312613;0.003048977;0;Negativ
CH0012335540;12.02.2021;0.033507088;0.003443787;0.036950875;0.002407197;1;#NV
CH0012335540;15.02.2021;-0.006001114;0.007369104;0.001367989;0.005237762;2;#NV
CH0012335540;16.02.2021;0.014394066;-0.002165653;0.012228413;-0.001637796;3;#NV
CH0012335540;17.02.2021;-0.029517786;-0.013247351;-0.042765137;-0.009628859;4;#NV
CH0012335540;18.02.2021;-0.019147201;-0.010172025;-0.029319226;-0.007411227;5;#NV
CH0012335540;19.02.2021;0.006867437;0.001083454;0.007950891;0.000705151;6;#NV
CH0012335540;22.02.2021;-0.009807703;-0.001050167;-0.01085787;-0.000833414;7;#NV
CH0012335540;23.02.2021;0.012551917;-0.014737711;-0.002185793;-0.010703565;8;#NV
CH0012335540;24.02.2021;0.00105299;0.014148171;0.015201161;0.010126179;9;#NV
CH0012335540;25.02.2021;0.014906134;-0.007747907;0.007158227;-0.005663185;10;#NV
CH0012335540;26.01.2022;0.00865954;0.011932353;0.020591893;0.01289147;-10;#NV
CH0012335540;27.01.2022;-0.003375248;0.004032495;0.000657246;0.004470178;-9;#NV
CH0012335540;28.01.2022;-0.012283205;-0.004947175;-0.01723038;-0.005102198;-8;#NV
CH0012335540;31.01.2022;0.012231964;0.010240892;0.022472856;0.011088362;-7;#NV
CH0012335540;01.02.2022;0.005944737;0.00833195;0.014276686;0.00905342;-6;#NV
CH0012335540;02.02.2022;-0.005785231;0.001264719;-0.004520511;0.001519714;-5;#NV
CH0012335540;03.02.2022;0.00962991;-0.011573545;-0.001943635;-0.012165944;-4;#NV
CH0012335540;04.02.2022;-0.00713279;-0.00723715;-0.01436994;-0.007543324;-3;#NV
CH0012335540;07.02.2022;0.00174702;0.002847672;0.004594691;0.00320715;-2;#NV
CH0012335540;08.02.2022;0.002872512;-0.004839081;-0.001966569;-0.00498697;-1;#NV
CH0012335540;09.02.2022;0.063033802;0.016403029;0.079436831;0.017657234;0;Neutral
CH0012335540;10.02.2022;0.009510451;-0.002865909;0.006644543;-0.002883557;1;#NV
CH0012335540;11.02.2022;-0.007654635;-0.00628921;-0.013943845;-0.006532815;2;#NV
CH0012335540;14.02.2022;0.007809489;-0.016393232;-0.008583744;-0.017303757;3;#NV
CH0012335540;15.02.2022;-0.003972585;0.011945642;0.007973057;0.012905635;4;#NV
CH0012335540;16.02.2022;0.005875226;0.000214927;0.006090153;0.00040063;5;#NV
CH0012335540;17.02.2022;-0.004260134;-0.008572306;-0.01283244;-0.008966608;6;#NV
CH0012335540;18.02.2022;0.001169485;-0.005483822;-0.004314336;-0.005674267;7;#NV
CH0012335540;21.02.2022;-0.007648995;-0.009796931;-0.017445925;-0.010272064;8;#NV
CH0012335540;22.02.2022;-0.029117407;0.004943202;-0.024174205;0.005440996;9;#NV
CH0012335540;23.02.2022;-0.00535875;-0.00174952;-0.007108269;-0.001693481;10;#NV
CH0012335540;25.01.2023;-0.006166067;-0.002829496;-0.008995563;-0.001732352;-10;#NV
CH0012335540;26.01.2023;0.019886023;-0.009399036;0.010486987;-0.006273897;-9;#NV
CH0012335540;27.01.2023;0.005855841;0.001568098;0.007423939;0.001307719;-8;#NV
CH0012335540;30.01.2023;-0.025456916;0.004529395;-0.02092752;0.003354874;-7;#NV
CH0012335540;31.01.2023;-0.013155111;-0.011310941;-0.024466052;-0.007595604;-6;#NV
CH0012335540;01.02.2023;0.018079055;-0.00730143;0.010777625;-0.004823815;-5;#NV
CH0012335540;02.02.2023;0.007784278;0.004392432;0.012176711;0.003260191;-4;#NV
CH0012335540;03.02.2023;-0.019186968;0.017672963;-0.001514005;0.012441066;-3;#NV
CH0012335540;06.02.2023;-0.010329715;-0.009563825;-0.019893541;-0.006387817;-2;#NV
CH0012335540;07.02.2023;-0.015915483;-0.007541417;-0.0234569;-0.004989719;-1;#NV
CH0012335540;08.02.2023;-0.043921096;0.003560493;-0.040360603;0.002685068;0;Neutral
CH0012335540;09.02.2023;-0.007340009;-0.005927184;-0.013267193;-0.003873794;1;#NV
CH0012335540;10.02.2023;-0.008610403;-0.013331405;-0.021941809;-0.008992357;2;#NV
CH0012335540;13.02.2023;-0.012126524;0.010418582;-0.001707942;0.007426088;3;#NV
CH0012335540;14.02.2023;-0.003028367;0.003028367;0;0.002317208;4;#NV
CH0012335540;15.02.2023;-0.017422015;0.003652434;-0.013769581;0.002748627;5;#NV
CH0012335540;16.02.2023;0.016647573;-0.009739083;0.00690849;-0.006508973;6;#NV
CH0012335540;17.02.2023;-0.006472613;0.006472613;0;0.004698226;7;#NV
CH0012335540;20.02.2023;-0.000580177;0.000580177;0;0.000624766;8;#NV
CH0012335540;21.02.2023;-0.024519543;0.00012809;-0.024391453;0.000312237;9;#NV
CH0012335540;22.02.2023;-0.004925035;0.001391463;-0.003533573;0.001185611;10;#NV
CH0012335540;25.01.2024;-0.007710834;0.000742165;-0.006968669;0.001022953;-10;#NV
CH0012335540;26.01.2024;-0.01004296;0.01527401;0.005231049;0.015974983;-9;#NV
CH0012335540;29.01.2024;0.001099576;0.00237265;0.003472226;0.002700583;-8;#NV
CH0012335540;30.01.2024;-0.006118323;0.000905452;-0.00521287;0.001190961;-7;#NV
CH0012335540;31.01.2024;0.004831789;-0.008322194;-0.003490405;-0.008303501;-6;#NV
CH0012335540;01.02.2024;-0.007407687;-0.008451676;-0.015859363;-0.008436727;-5;#NV
CH0012335540;02.02.2024;-0.03214061;0.001479957;-0.030660652;0.001782078;-4;#NV
CH0012335540;05.02.2024;-0.003141138;0.003141138;0;0.003491291;-3;#NV
CH0012335540;06.02.2024;-0.010493441;-0.002409964;-0.012903405;-0.00222032;-2;#NV
CH0012335540;07.02.2024;0.002971674;-0.002971674;0;-0.002798272;-1;#NV
CH0012335540;08.02.2024;-0.043084332;-0.004407974;-0.047492305;-0.004276102;0;Neutral
CH0012335540;09.02.2024;0.011119832;-0.005300223;0.005819609;-0.005194151;1;#NV
CH0012335540;12.02.2024;0.003825231;0.007713359;0.01153859;0.008195718;2;#NV
CH0012335540;13.02.2024;-0.009621423;-0.003853275;-0.013474699;-0.003705364;3;#NV
CH0012335540;14.02.2024;-0.000769465;0.006566583;0.005797118;0.007015782;4;#NV
CH0012335540;15.02.2024;0.00975955;0.005537115;0.015296665;0.005956548;5;#NV
CH0012335540;16.02.2024;0.013477871;0.001588327;0.015066198;0.001893581;6;#NV
CH0012335540;19.02.2024;-0.011967834;0.006344576;-0.005623258;0.006787356;7;#NV
CH0012335540;20.02.2024;0.000904817;0.002847533;0.00375235;0.003189197;8;#NV
CH0012335540;21.02.2024;0.006238088;-0.002499765;0.003738322;-0.002312718;9;#NV
CH0012335540;22.02.2024;0.003908086;-0.003908086;0;-0.00376176;10;#NV
CH0012410517;27.02.2020;-0.004982996;-0.021766319;-0.026749315;-0.028920081;-10;#NV
CH0012410517;28.02.2020;-0.019122321;-0.027544406;-0.046666727;-0.036615005;-9;#NV
CH0012410517;02.03.2020;0.006714754;0.009295835;0.016010589;0.012446707;-8;#NV
CH0012410517;03.03.2020;-0.005508368;0.011841512;0.006333143;0.015836892;-7;#NV
CH0012410517;04.03.2020;-0.012897868;0.011002133;-0.001895735;0.014719056;-6;#NV
CH0012410517;05.03.2020;-0.012250783;-0.008197214;-0.020447997;-0.010849529;-5;#NV
CH0012410517;06.03.2020;0.011458965;-0.029043267;-0.017584302;-0.038611102;-4;#NV
CH0012410517;09.03.2020;-0.038912653;-0.041075304;-0.079987957;-0.054634675;-3;#NV
CH0012410517;10.03.2020;0.013474912;-0.001447883;0.012027029;-0.001861158;-2;#NV
CH0012410517;11.03.2020;0.011547759;-0.004540022;0.007007737;-0.005979091;-1;#NV
CH0012410517;12.03.2020;-0.046722491;-0.071759112;-0.118481604;-0.095497604;0;Positive
CH0012410517;13.03.2020;-0.013887056;0.005994355;-0.007892701;0.008049986;1;#NV
CH0012410517;16.03.2020;-0.044957451;-0.014627695;-0.059585146;-0.019413273;2;#NV
CH0012410517;17.03.2020;0.006948868;0.01960871;0.026557577;0.026180799;3;#NV
CH0012410517;18.03.2020;-0.073987169;-0.012354341;-0.08634151;-0.016385751;4;#NV
CH0012410517;19.03.2020;0.010519767;0.036568269;0.047088036;0.048766563;5;#NV
CH0012410517;20.03.2020;-0.030146035;-0.011599157;-0.041745192;-0.01538004;6;#NV
CH0012410517;23.03.2020;-0.002923567;-0.039713277;-0.042636843;-0.052820806;7;#NV
CH0012410517;24.03.2020;0.083425992;0.045111488;0.128537479;0.06014393;8;#NV
CH0012410517;25.03.2020;0.020041432;0.020682758;0.04072419;0.027611155;9;#NV
CH0012410517;26.03.2020;-0.015997499;0.015997499;0;0.021371596;10;#NV
CH0012410517;23.02.2021;0.010531709;-0.013068172;-0.002536463;-0.010703565;-10;#NV
CH0012410517;24.02.2021;0.002950795;0.01154678;0.014497575;0.010126179;-9;#NV
