EventFirm_ISIN,EventFirm_Name,EventDate,PeerFirm_ISIN,PeerFirm_Name,Peer_EventDate,Year,RBICS_PrimaryCode_shared,EventFirm_CAR_shortterm_ownEvent,Peer_CAR_shortterm_ownEvent,Peer_CAR_shortterm_relative_to_EventFirmEvent,SameInputRisk_Proxy,Notes
CH0014852781,SWISS LIFE HOLDING ,2023-03-01,CH0011075394,ZURICH INSURANCE ,2023-02-09,2022,4370,"0,00472788005829202","-0,00611497203642724",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0014852781,SWISS LIFE HOLDING ,2023-03-01,CH0012410517,BALOISE HOLDING AG ,2023-03-09,2022,4370,"0,00472788005829202","-0,0874233315037458",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0014852781,SWISS LIFE HOLDING ,2023-03-01,CH0126881561,SWISS RE ,2023-02-17,2022,4370,"0,00472788005829202","0,00723861208212121",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0014852781,SWISS LIFE HOLDING ,2023-03-01,CH0466642201,HELVETIA HOLDING ,2023-03-06,2022,4370,"0,00472788005829202","0,0500165277314914",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0126881561,SWISS RE ,2023-02-17,CH0011075394,ZURICH INSURANCE ,2023-02-09,2022,4370,"0,00723861208212121","-0,00611497203642724",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0126881561,SWISS RE ,2023-02-17,CH0012410517,BALOISE HOLDING AG ,2023-03-09,2022,4370,"0,00723861208212121","-0,0874233315037458",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0126881561,SWISS RE ,2023-02-17,CH0014852781,SWISS LIFE HOLDING ,2023-03-01,2022,4370,"0,00723861208212121","0,00472788005829202",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0126881561,SWISS RE ,2023-02-17,CH0466642201,HELVETIA HOLDING ,2023-03-06,2022,4370,"0,00723861208212121","0,0500165277314914",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0466642201,HELVETIA HOLDING ,2023-03-06,CH0011075394,ZURICH INSURANCE ,2023-02-09,2022,4370,"0,0500165277314914","-0,00611497203642724",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0466642201,HELVETIA HOLDING ,2023-03-06,CH0012410517,BALOISE HOLDING AG ,2023-03-09,2022,4370,"0,0500165277314914","-0,0874233315037458",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0466642201,HELVETIA HOLDING ,2023-03-06,CH0014852781,SWISS LIFE HOLDING ,2023-03-01,2022,4370,"0,0500165277314914","0,00472788005829202",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0466642201,HELVETIA HOLDING ,2023-03-06,CH0126881561,SWISS RE ,2023-02-17,2022,4370,"0,0500165277314914","0,00723861208212121",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0011075394,ZURICH INSURANCE ,2024-02-22,CH0012410517,BALOISE HOLDING AG ,2024-03-26,2023,4370,"0,0472302364799174","-0,0144567342806368",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0011075394,ZURICH INSURANCE ,2024-02-22,CH0014852781,SWISS LIFE HOLDING ,2024-03-14,2023,4370,"0,0472302364799174","0,0472106523534421",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0011075394,ZURICH INSURANCE ,2024-02-22,CH0126881561,SWISS RE ,2024-02-16,2023,4370,"0,0472302364799174","-0,0223391762926133",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0011075394,ZURICH INSURANCE ,2024-02-22,CH0466642201,HELVETIA HOLDING ,2024-04-11,2023,4370,"0,0472302364799174","-0,0206975602819524",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012410517,BALOISE HOLDING AG ,2024-03-26,CH0011075394,ZURICH INSURANCE ,2024-02-22,2023,4370,"-0,0144567342806368","0,0472302364799174",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012410517,BALOISE HOLDING AG ,2024-03-26,CH0014852781,SWISS LIFE HOLDING ,2024-03-14,2023,4370,"-0,0144567342806368","0,0472106523534421",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012410517,BALOISE HOLDING AG ,2024-03-26,CH0126881561,SWISS RE ,2024-02-16,2023,4370,"-0,0144567342806368","-0,0223391762926133",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012410517,BALOISE HOLDING AG ,2024-03-26,CH0466642201,HELVETIA HOLDING ,2024-04-11,2023,4370,"-0,0144567342806368","-0,0206975602819524",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0014852781,SWISS LIFE HOLDING ,2024-03-14,CH0011075394,ZURICH INSURANCE ,2024-02-22,2023,4370,"0,0472106523534421","0,0472302364799174",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0014852781,SWISS LIFE HOLDING ,2024-03-14,CH0012410517,BALOISE HOLDING AG ,2024-03-26,2023,4370,"0,0472106523534421","-0,0144567342806368",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0014852781,SWISS LIFE HOLDING ,2024-03-14,CH0126881561,SWISS RE ,2024-02-16,2023,4370,"0,0472106523534421","-0,0223391762926133",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0014852781,SWISS LIFE HOLDING ,2024-03-14,CH0466642201,HELVETIA HOLDING ,2024-04-11,2023,4370,"0,0472106523534421","-0,0206975602819524",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0126881561,SWISS RE ,2024-02-16,CH0011075394,ZURICH INSURANCE ,2024-02-22,2023,4370,"-0,0223391762926133","0,0472302364799174",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0126881561,SWISS RE ,2024-02-16,CH0012410517,BALOISE HOLDING AG ,2024-03-26,2023,4370,"-0,0223391762926133","-0,0144567342806368",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0126881561,SWISS RE ,2024-02-16,CH0014852781,SWISS LIFE HOLDING ,2024-03-14,2023,4370,"-0,0223391762926133","0,0472106523534421",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0126881561,SWISS RE ,2024-02-16,CH0466642201,HELVETIA HOLDING ,2024-04-11,2023,4370,"-0,0223391762926133","-0,0206975602819524",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0466642201,HELVETIA HOLDING ,2024-04-11,CH0011075394,ZURICH INSURANCE ,2024-02-22,2023,4370,"-0,0206975602819524","0,0472302364799174",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0466642201,HELVETIA HOLDING ,2024-04-11,CH0012410517,BALOISE HOLDING AG ,2024-03-26,2023,4370,"-0,0206975602819524","-0,0144567342806368",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0466642201,HELVETIA HOLDING ,2024-04-11,CH0014852781,SWISS LIFE HOLDING ,2024-03-14,2023,4370,"-0,0206975602819524","0,0472106523534421",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0466642201,HELVETIA HOLDING ,2024-04-11,CH0126881561,SWISS RE ,2024-02-16,2023,4370,"-0,0206975602819524","-0,0223391762926133",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0011432447,BASILEA PHARMACEUTIC ,2020-02-18,CH0012032048,ROCHE HOLDING AG ,2020-01-30,2019,3430,"-0,136084664674362","0,0228199765380621",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0011432447,BASILEA PHARMACEUTIC ,2020-02-18,CH0012032113,ROCHE HOLDING AG ,2020-01-30,2019,3430,"-0,136084664674362","0,0218199204727805",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0011432447,BASILEA PHARMACEUTIC ,2020-02-18,CH0029850754,ADDEX THERAPEUTICS ,2020-04-08,2019,3430,"-0,136084664674362","-0,013906823986827",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0011432447,BASILEA PHARMACEUTIC ,2020-02-18,CH1276028821,SANTHERA PHARMA ,2020-03-24,2019,3430,"-0,136084664674362","0,0614301676776889",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0011432447,BASILEA PHARMACEUTIC ,2020-02-18,IT0004147952,NEWRON PHARMA ,2020-03-05,2019,3430,"-0,136084664674362","0,0860284301659809",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0011432447,BASILEA PHARMACEUTIC ,2020-02-18,NL0011832936,COSMO PHARMA ,2020-04-08,2019,3430,"-0,136084664674362","0,0237442035653417",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032048,ROCHE HOLDING AG ,2020-01-30,CH0011432447,BASILEA PHARMACEUTIC ,2020-02-18,2019,3430,"0,0228199765380621","-0,136084664674362",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032048,ROCHE HOLDING AG ,2020-01-30,CH0012032113,ROCHE HOLDING AG ,2020-01-30,2019,3430,"0,0228199765380621","0,0218199204727805",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032048,ROCHE HOLDING AG ,2020-01-30,CH0029850754,ADDEX THERAPEUTICS ,2020-04-08,2019,3430,"0,0228199765380621","-0,013906823986827",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032048,ROCHE HOLDING AG ,2020-01-30,CH1276028821,SANTHERA PHARMA ,2020-03-24,2019,3430,"0,0228199765380621","0,0614301676776889",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032048,ROCHE HOLDING AG ,2020-01-30,IT0004147952,NEWRON PHARMA ,2020-03-05,2019,3430,"0,0228199765380621","0,0860284301659809",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032048,ROCHE HOLDING AG ,2020-01-30,NL0011832936,COSMO PHARMA ,2020-04-08,2019,3430,"0,0228199765380621","0,0237442035653417",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032113,ROCHE HOLDING AG ,2020-01-30,CH0011432447,BASILEA PHARMACEUTIC ,2020-02-18,2019,3430,"0,0218199204727805","-0,136084664674362",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032113,ROCHE HOLDING AG ,2020-01-30,CH0012032048,ROCHE HOLDING AG ,2020-01-30,2019,3430,"0,0218199204727805","0,0228199765380621",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032113,ROCHE HOLDING AG ,2020-01-30,CH0029850754,ADDEX THERAPEUTICS ,2020-04-08,2019,3430,"0,0218199204727805","-0,013906823986827",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032113,ROCHE HOLDING AG ,2020-01-30,CH1276028821,SANTHERA PHARMA ,2020-03-24,2019,3430,"0,0218199204727805","0,0614301676776889",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032113,ROCHE HOLDING AG ,2020-01-30,IT0004147952,NEWRON PHARMA ,2020-03-05,2019,3430,"0,0218199204727805","0,0860284301659809",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032113,ROCHE HOLDING AG ,2020-01-30,NL0011832936,COSMO PHARMA ,2020-04-08,2019,3430,"0,0218199204727805","0,0237442035653417",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0029850754,ADDEX THERAPEUTICS ,2020-04-08,CH0011432447,BASILEA PHARMACEUTIC ,2020-02-18,2019,3430,"-0,013906823986827","-0,136084664674362",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0029850754,ADDEX THERAPEUTICS ,2020-04-08,CH0012032048,ROCHE HOLDING AG ,2020-01-30,2019,3430,"-0,013906823986827","0,0228199765380621",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0029850754,ADDEX THERAPEUTICS ,2020-04-08,CH0012032113,ROCHE HOLDING AG ,2020-01-30,2019,3430,"-0,013906823986827","0,0218199204727805",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0029850754,ADDEX THERAPEUTICS ,2020-04-08,CH1276028821,SANTHERA PHARMA ,2020-03-24,2019,3430,"-0,013906823986827","0,0614301676776889",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0029850754,ADDEX THERAPEUTICS ,2020-04-08,IT0004147952,NEWRON PHARMA ,2020-03-05,2019,3430,"-0,013906823986827","0,0860284301659809",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0029850754,ADDEX THERAPEUTICS ,2020-04-08,NL0011832936,COSMO PHARMA ,2020-04-08,2019,3430,"-0,013906823986827","0,0237442035653417",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276028821,SANTHERA PHARMA ,2020-03-24,CH0011432447,BASILEA PHARMACEUTIC ,2020-02-18,2019,3430,"0,0614301676776889","-0,136084664674362",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276028821,SANTHERA PHARMA ,2020-03-24,CH0012032048,ROCHE HOLDING AG ,2020-01-30,2019,3430,"0,0614301676776889","0,0228199765380621",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276028821,SANTHERA PHARMA ,2020-03-24,CH0012032113,ROCHE HOLDING AG ,2020-01-30,2019,3430,"0,0614301676776889","0,0218199204727805",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276028821,SANTHERA PHARMA ,2020-03-24,CH0029850754,ADDEX THERAPEUTICS ,2020-04-08,2019,3430,"0,0614301676776889","-0,013906823986827",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276028821,SANTHERA PHARMA ,2020-03-24,IT0004147952,NEWRON PHARMA ,2020-03-05,2019,3430,"0,0614301676776889","0,0860284301659809",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276028821,SANTHERA PHARMA ,2020-03-24,NL0011832936,COSMO PHARMA ,2020-04-08,2019,3430,"0,0614301676776889","0,0237442035653417",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
IT0004147952,NEWRON PHARMA ,2020-03-05,CH0011432447,BASILEA PHARMACEUTIC ,2020-02-18,2019,3430,"0,0860284301659809","-0,136084664674362",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
IT0004147952,NEWRON PHARMA ,2020-03-05,CH0012032048,ROCHE HOLDING AG ,2020-01-30,2019,3430,"0,0860284301659809","0,0228199765380621",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
IT0004147952,NEWRON PHARMA ,2020-03-05,CH0012032113,ROCHE HOLDING AG ,2020-01-30,2019,3430,"0,0860284301659809","0,0218199204727805",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
IT0004147952,NEWRON PHARMA ,2020-03-05,CH0029850754,ADDEX THERAPEUTICS ,2020-04-08,2019,3430,"0,0860284301659809","-0,013906823986827",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
IT0004147952,NEWRON PHARMA ,2020-03-05,CH1276028821,SANTHERA PHARMA ,2020-03-24,2019,3430,"0,0860284301659809","0,0614301676776889",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
IT0004147952,NEWRON PHARMA ,2020-03-05,NL0011832936,COSMO PHARMA ,2020-04-08,2019,3430,"0,0860284301659809","0,0237442035653417",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0011832936,COSMO PHARMA ,2020-04-08,CH0011432447,BASILEA PHARMACEUTIC ,2020-02-18,2019,3430,"0,0237442035653417","-0,136084664674362",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0011832936,COSMO PHARMA ,2020-04-08,CH0012032048,ROCHE HOLDING AG ,2020-01-30,2019,3430,"0,0237442035653417","0,0228199765380621",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0011832936,COSMO PHARMA ,2020-04-08,CH0012032113,ROCHE HOLDING AG ,2020-01-30,2019,3430,"0,0237442035653417","0,0218199204727805",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0011832936,COSMO PHARMA ,2020-04-08,CH0029850754,ADDEX THERAPEUTICS ,2020-04-08,2019,3430,"0,0237442035653417","-0,013906823986827",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0011832936,COSMO PHARMA ,2020-04-08,CH1276028821,SANTHERA PHARMA ,2020-03-24,2019,3430,"0,0237442035653417","0,0614301676776889",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0011832936,COSMO PHARMA ,2020-04-08,IT0004147952,NEWRON PHARMA ,2020-03-05,2019,3430,"0,0237442035653417","0,0860284301659809",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0011432447,BASILEA PHARMACEUTIC ,2021-02-16,CH0012032048,ROCHE HOLDING AG ,2021-02-04,2020,3430,"-0,129255959469504","0,00278991105625022",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0011432447,BASILEA PHARMACEUTIC ,2021-02-16,CH0012032113,ROCHE HOLDING AG ,2021-02-04,2020,3430,"-0,129255959469504","0,00846153313879547",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0011432447,BASILEA PHARMACEUTIC ,2021-02-16,CH0029850754,ADDEX THERAPEUTICS ,2021-03-11,2020,3430,"-0,129255959469504","-0,0166253917422836",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0011432447,BASILEA PHARMACEUTIC ,2021-02-16,CH1276028821,SANTHERA PHARMA ,2021-02-16,2020,3430,"-0,129255959469504","-0,251934817571065",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0011432447,BASILEA PHARMACEUTIC ,2021-02-16,IT0004147952,NEWRON PHARMA ,2021-03-16,2020,3430,"-0,129255959469504","0,0094304740154857",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0011432447,BASILEA PHARMACEUTIC ,2021-02-16,NL0011832936,COSMO PHARMA ,2021-03-26,2020,3430,"-0,129255959469504","-0,0522528299552808",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032048,ROCHE HOLDING AG ,2021-02-04,CH0011432447,BASILEA PHARMACEUTIC ,2021-02-16,2020,3430,"0,00278991105625022","-0,129255959469504",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032048,ROCHE HOLDING AG ,2021-02-04,CH0012032113,ROCHE HOLDING AG ,2021-02-04,2020,3430,"0,00278991105625022","0,00846153313879547",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032048,ROCHE HOLDING AG ,2021-02-04,CH0029850754,ADDEX THERAPEUTICS ,2021-03-11,2020,3430,"0,00278991105625022","-0,0166253917422836",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032048,ROCHE HOLDING AG ,2021-02-04,CH1276028821,SANTHERA PHARMA ,2021-02-16,2020,3430,"0,00278991105625022","-0,251934817571065",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032048,ROCHE HOLDING AG ,2021-02-04,IT0004147952,NEWRON PHARMA ,2021-03-16,2020,3430,"0,00278991105625022","0,0094304740154857",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032048,ROCHE HOLDING AG ,2021-02-04,NL0011832936,COSMO PHARMA ,2021-03-26,2020,3430,"0,00278991105625022","-0,0522528299552808",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032113,ROCHE HOLDING AG ,2021-02-04,CH0011432447,BASILEA PHARMACEUTIC ,2021-02-16,2020,3430,"0,00846153313879547","-0,129255959469504",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032113,ROCHE HOLDING AG ,2021-02-04,CH0012032048,ROCHE HOLDING AG ,2021-02-04,2020,3430,"0,00846153313879547","0,00278991105625022",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032113,ROCHE HOLDING AG ,2021-02-04,CH0029850754,ADDEX THERAPEUTICS ,2021-03-11,2020,3430,"0,00846153313879547","-0,0166253917422836",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032113,ROCHE HOLDING AG ,2021-02-04,CH1276028821,SANTHERA PHARMA ,2021-02-16,2020,3430,"0,00846153313879547","-0,251934817571065",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032113,ROCHE HOLDING AG ,2021-02-04,IT0004147952,NEWRON PHARMA ,2021-03-16,2020,3430,"0,00846153313879547","0,0094304740154857",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032113,ROCHE HOLDING AG ,2021-02-04,NL0011832936,COSMO PHARMA ,2021-03-26,2020,3430,"0,00846153313879547","-0,0522528299552808",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0029850754,ADDEX THERAPEUTICS ,2021-03-11,CH0011432447,BASILEA PHARMACEUTIC ,2021-02-16,2020,3430,"-0,0166253917422836","-0,129255959469504",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0029850754,ADDEX THERAPEUTICS ,2021-03-11,CH0012032048,ROCHE HOLDING AG ,2021-02-04,2020,3430,"-0,0166253917422836","0,00278991105625022",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0029850754,ADDEX THERAPEUTICS ,2021-03-11,CH0012032113,ROCHE HOLDING AG ,2021-02-04,2020,3430,"-0,0166253917422836","0,00846153313879547",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0029850754,ADDEX THERAPEUTICS ,2021-03-11,CH1276028821,SANTHERA PHARMA ,2021-02-16,2020,3430,"-0,0166253917422836","-0,251934817571065",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0029850754,ADDEX THERAPEUTICS ,2021-03-11,IT0004147952,NEWRON PHARMA ,2021-03-16,2020,3430,"-0,0166253917422836","0,0094304740154857",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0029850754,ADDEX THERAPEUTICS ,2021-03-11,NL0011832936,COSMO PHARMA ,2021-03-26,2020,3430,"-0,0166253917422836","-0,0522528299552808",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276028821,SANTHERA PHARMA ,2021-02-16,CH0011432447,BASILEA PHARMACEUTIC ,2021-02-16,2020,3430,"-0,251934817571065","-0,129255959469504",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276028821,SANTHERA PHARMA ,2021-02-16,CH0012032048,ROCHE HOLDING AG ,2021-02-04,2020,3430,"-0,251934817571065","0,00278991105625022",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276028821,SANTHERA PHARMA ,2021-02-16,CH0012032113,ROCHE HOLDING AG ,2021-02-04,2020,3430,"-0,251934817571065","0,00846153313879547",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276028821,SANTHERA PHARMA ,2021-02-16,CH0029850754,ADDEX THERAPEUTICS ,2021-03-11,2020,3430,"-0,251934817571065","-0,0166253917422836",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276028821,SANTHERA PHARMA ,2021-02-16,IT0004147952,NEWRON PHARMA ,2021-03-16,2020,3430,"-0,251934817571065","0,0094304740154857",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276028821,SANTHERA PHARMA ,2021-02-16,NL0011832936,COSMO PHARMA ,2021-03-26,2020,3430,"-0,251934817571065","-0,0522528299552808",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
IT0004147952,NEWRON PHARMA ,2021-03-16,CH0011432447,BASILEA PHARMACEUTIC ,2021-02-16,2020,3430,"0,0094304740154857","-0,129255959469504",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
IT0004147952,NEWRON PHARMA ,2021-03-16,CH0012032048,ROCHE HOLDING AG ,2021-02-04,2020,3430,"0,0094304740154857","0,00278991105625022",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
IT0004147952,NEWRON PHARMA ,2021-03-16,CH0012032113,ROCHE HOLDING AG ,2021-02-04,2020,3430,"0,0094304740154857","0,00846153313879547",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
IT0004147952,NEWRON PHARMA ,2021-03-16,CH0029850754,ADDEX THERAPEUTICS ,2021-03-11,2020,3430,"0,0094304740154857","-0,0166253917422836",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
IT0004147952,NEWRON PHARMA ,2021-03-16,CH1276028821,SANTHERA PHARMA ,2021-02-16,2020,3430,"0,0094304740154857","-0,251934817571065",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
IT0004147952,NEWRON PHARMA ,2021-03-16,NL0011832936,COSMO PHARMA ,2021-03-26,2020,3430,"0,0094304740154857","-0,0522528299552808",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0011832936,COSMO PHARMA ,2021-03-26,CH0011432447,BASILEA PHARMACEUTIC ,2021-02-16,2020,3430,"-0,0522528299552808","-0,129255959469504",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0011832936,COSMO PHARMA ,2021-03-26,CH0012032048,ROCHE HOLDING AG ,2021-02-04,2020,3430,"-0,0522528299552808","0,00278991105625022",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0011832936,COSMO PHARMA ,2021-03-26,CH0012032113,ROCHE HOLDING AG ,2021-02-04,2020,3430,"-0,0522528299552808","0,00846153313879547",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0011832936,COSMO PHARMA ,2021-03-26,CH0029850754,ADDEX THERAPEUTICS ,2021-03-11,2020,3430,"-0,0522528299552808","-0,0166253917422836",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0011832936,COSMO PHARMA ,2021-03-26,CH1276028821,SANTHERA PHARMA ,2021-02-16,2020,3430,"-0,0522528299552808","-0,251934817571065",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0011832936,COSMO PHARMA ,2021-03-26,IT0004147952,NEWRON PHARMA ,2021-03-16,2020,3430,"-0,0522528299552808","0,0094304740154857",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0011432447,BASILEA PHARMACEUTIC ,2022-02-15,CH0012032048,ROCHE HOLDING AG ,2022-02-03,2021,3430,"-0,0503739956335353","-0,0217201814325076",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0011432447,BASILEA PHARMACEUTIC ,2022-02-15,CH0012032113,ROCHE HOLDING AG ,2022-02-03,2021,3430,"-0,0503739956335353","-0,0260521372727845",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0011432447,BASILEA PHARMACEUTIC ,2022-02-15,CH0029850754,ADDEX THERAPEUTICS ,2022-03-10,2021,3430,"-0,0503739956335353","-0,0270922614857671",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0011432447,BASILEA PHARMACEUTIC ,2022-02-15,CH1276028821,SANTHERA PHARMA ,2022-03-11,2021,3430,"-0,0503739956335353","0,0950395106105885",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0011432447,BASILEA PHARMACEUTIC ,2022-02-15,IT0004147952,NEWRON PHARMA ,2022-03-16,2021,3430,"-0,0503739956335353","0,0106488411759799",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0011432447,BASILEA PHARMACEUTIC ,2022-02-15,NL0011832936,COSMO PHARMA ,2022-03-31,2021,3430,"-0,0503739956335353","0,00403196443270806",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032048,ROCHE HOLDING AG ,2022-02-03,CH0011432447,BASILEA PHARMACEUTIC ,2022-02-15,2021,3430,"-0,0217201814325076","-0,0503739956335353",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012032048,ROCHE HOLDING AG ,2022-02-03,CH0012032113,ROCHE HOLDING AG ,2022-02-03,2021,3430,"-0,0217201814325076","-0,0260521372727845",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
