EventFirm_ISIN,EventFirm_Name,EventDate,PeerFirm_ISIN,PeerFirm_Name,Peer_EventDate,Year,RBICS_PrimaryCode_shared,EventFirm_CAR_shortterm_ownEvent,Peer_CAR_shortterm_ownEvent,Peer_CAR_shortterm_relative_to_EventFirmEvent,SameInputRisk_Proxy,Notes
CH0002178181,STADLER RAIL AG ,2022-03-15,CH0305285295,VARIA US PROP ,2022-03-29,2021,8592,"0,0652485024220172","0,0196654087613271",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0002178181,STADLER RAIL AG ,2022-03-15,CH0478634105,AEVIS VICTORIA ,2022-03-30,2021,8592,"0,0652485024220172","0,0374422904995751",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0002178181,STADLER RAIL AG ,2022-03-15,CH1276062754,WISEKEY INTERN ,2022-01-31,2021,8592,"0,0652485024220172","0,032894662466296",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0002178181,STADLER RAIL AG ,2022-03-15,NL0010733960,LASTMINUTE.COM NV ,2022-02-10,2021,8592,"0,0652485024220172","0,0637829230805746",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012255151,THE SWATCH GROUP ,2022-02-17,CH0002178181,STADLER RAIL AG ,2022-03-15,2021,8592,"0,00597456961342574","0,0652485024220172",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012255151,THE SWATCH GROUP ,2022-02-17,CH0012453913,TEMENOS AG ,2022-02-14,2021,8592,"0,00597456961342574","-0,0684538454486118",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012255151,THE SWATCH GROUP ,2022-02-17,CH0033361673,LOX HOLDING AG ,2022-03-10,2021,8592,"0,00597456961342574","0,30522574410145",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012255151,THE SWATCH GROUP ,2022-02-17,CH0305285295,VARIA US PROP ,2022-03-29,2021,8592,"0,00597456961342574","0,0196654087613271",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012255151,THE SWATCH GROUP ,2022-02-17,CH0478634105,AEVIS VICTORIA ,2022-03-30,2021,8592,"0,00597456961342574","0,0374422904995751",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012255151,THE SWATCH GROUP ,2022-02-17,CH1276062754,WISEKEY INTERN ,2022-01-31,2021,8592,"0,00597456961342574","0,032894662466296",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012255151,THE SWATCH GROUP ,2022-02-17,NL0010733960,LASTMINUTE.COM NV ,2022-02-10,2021,8592,"0,00597456961342574","0,0637829230805746",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012453913,TEMENOS AG ,2022-02-14,CH0002178181,STADLER RAIL AG ,2022-03-15,2021,8592,"-0,0684538454486118","0,0652485024220172",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012453913,TEMENOS AG ,2022-02-14,CH0012255151,THE SWATCH GROUP ,2022-02-17,2021,8592,"-0,0684538454486118","0,00597456961342574",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012453913,TEMENOS AG ,2022-02-14,CH0033361673,LOX HOLDING AG ,2022-03-10,2021,8592,"-0,0684538454486118","0,30522574410145",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012453913,TEMENOS AG ,2022-02-14,CH0305285295,VARIA US PROP ,2022-03-29,2021,8592,"-0,0684538454486118","0,0196654087613271",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012453913,TEMENOS AG ,2022-02-14,CH0478634105,AEVIS VICTORIA ,2022-03-30,2021,8592,"-0,0684538454486118","0,0374422904995751",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012453913,TEMENOS AG ,2022-02-14,CH1276062754,WISEKEY INTERN ,2022-01-31,2021,8592,"-0,0684538454486118","0,032894662466296",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012453913,TEMENOS AG ,2022-02-14,NL0010733960,LASTMINUTE.COM NV ,2022-02-10,2021,8592,"-0,0684538454486118","0,0637829230805746",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0033361673,LOX HOLDING AG ,2022-03-10,CH0002178181,STADLER RAIL AG ,2022-03-15,2021,8592,"0,30522574410145","0,0652485024220172",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0033361673,LOX HOLDING AG ,2022-03-10,CH0012255151,THE SWATCH GROUP ,2022-02-17,2021,8592,"0,30522574410145","0,00597456961342574",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0033361673,LOX HOLDING AG ,2022-03-10,CH0012453913,TEMENOS AG ,2022-02-14,2021,8592,"0,30522574410145","-0,0684538454486118",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0033361673,LOX HOLDING AG ,2022-03-10,CH0305285295,VARIA US PROP ,2022-03-29,2021,8592,"0,30522574410145","0,0196654087613271",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0033361673,LOX HOLDING AG ,2022-03-10,CH0478634105,AEVIS VICTORIA ,2022-03-30,2021,8592,"0,30522574410145","0,0374422904995751",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0033361673,LOX HOLDING AG ,2022-03-10,CH1276062754,WISEKEY INTERN ,2022-01-31,2021,8592,"0,30522574410145","0,032894662466296",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0033361673,LOX HOLDING AG ,2022-03-10,NL0010733960,LASTMINUTE.COM NV ,2022-02-10,2021,8592,"0,30522574410145","0,0637829230805746",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0305285295,VARIA US PROP ,2022-03-29,CH0002178181,STADLER RAIL AG ,2022-03-15,2021,8592,"0,0196654087613271","0,0652485024220172",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0305285295,VARIA US PROP ,2022-03-29,CH0012255151,THE SWATCH GROUP ,2022-02-17,2021,8592,"0,0196654087613271","0,00597456961342574",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0305285295,VARIA US PROP ,2022-03-29,CH0012453913,TEMENOS AG ,2022-02-14,2021,8592,"0,0196654087613271","-0,0684538454486118",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0305285295,VARIA US PROP ,2022-03-29,CH0033361673,LOX HOLDING AG ,2022-03-10,2021,8592,"0,0196654087613271","0,30522574410145",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0305285295,VARIA US PROP ,2022-03-29,CH0478634105,AEVIS VICTORIA ,2022-03-30,2021,8592,"0,0196654087613271","0,0374422904995751",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0305285295,VARIA US PROP ,2022-03-29,CH1276062754,WISEKEY INTERN ,2022-01-31,2021,8592,"0,0196654087613271","0,032894662466296",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0305285295,VARIA US PROP ,2022-03-29,NL0010733960,LASTMINUTE.COM NV ,2022-02-10,2021,8592,"0,0196654087613271","0,0637829230805746",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0478634105,AEVIS VICTORIA ,2022-03-30,CH0002178181,STADLER RAIL AG ,2022-03-15,2021,8592,"0,0374422904995751","0,0652485024220172",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0478634105,AEVIS VICTORIA ,2022-03-30,CH0012255151,THE SWATCH GROUP ,2022-02-17,2021,8592,"0,0374422904995751","0,00597456961342574",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0478634105,AEVIS VICTORIA ,2022-03-30,CH0012453913,TEMENOS AG ,2022-02-14,2021,8592,"0,0374422904995751","-0,0684538454486118",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0478634105,AEVIS VICTORIA ,2022-03-30,CH0033361673,LOX HOLDING AG ,2022-03-10,2021,8592,"0,0374422904995751","0,30522574410145",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0478634105,AEVIS VICTORIA ,2022-03-30,CH0305285295,VARIA US PROP ,2022-03-29,2021,8592,"0,0374422904995751","0,0196654087613271",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0478634105,AEVIS VICTORIA ,2022-03-30,CH1276062754,WISEKEY INTERN ,2022-01-31,2021,8592,"0,0374422904995751","0,032894662466296",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0478634105,AEVIS VICTORIA ,2022-03-30,NL0010733960,LASTMINUTE.COM NV ,2022-02-10,2021,8592,"0,0374422904995751","0,0637829230805746",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276062754,WISEKEY INTERN ,2022-01-31,CH0002178181,STADLER RAIL AG ,2022-03-15,2021,8592,"0,032894662466296","0,0652485024220172",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276062754,WISEKEY INTERN ,2022-01-31,CH0012255151,THE SWATCH GROUP ,2022-02-17,2021,8592,"0,032894662466296","0,00597456961342574",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276062754,WISEKEY INTERN ,2022-01-31,CH0012453913,TEMENOS AG ,2022-02-14,2021,8592,"0,032894662466296","-0,0684538454486118",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276062754,WISEKEY INTERN ,2022-01-31,CH0033361673,LOX HOLDING AG ,2022-03-10,2021,8592,"0,032894662466296","0,30522574410145",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276062754,WISEKEY INTERN ,2022-01-31,CH0305285295,VARIA US PROP ,2022-03-29,2021,8592,"0,032894662466296","0,0196654087613271",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276062754,WISEKEY INTERN ,2022-01-31,CH0478634105,AEVIS VICTORIA ,2022-03-30,2021,8592,"0,032894662466296","0,0374422904995751",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276062754,WISEKEY INTERN ,2022-01-31,NL0010733960,LASTMINUTE.COM NV ,2022-02-10,2021,8592,"0,032894662466296","0,0637829230805746",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0010733960,LASTMINUTE.COM NV ,2022-02-10,CH0002178181,STADLER RAIL AG ,2022-03-15,2021,8592,"0,0637829230805746","0,0652485024220172",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0010733960,LASTMINUTE.COM NV ,2022-02-10,CH0012255151,THE SWATCH GROUP ,2022-02-17,2021,8592,"0,0637829230805746","0,00597456961342574",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0010733960,LASTMINUTE.COM NV ,2022-02-10,CH0012453913,TEMENOS AG ,2022-02-14,2021,8592,"0,0637829230805746","-0,0684538454486118",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0010733960,LASTMINUTE.COM NV ,2022-02-10,CH0033361673,LOX HOLDING AG ,2022-03-10,2021,8592,"0,0637829230805746","0,30522574410145",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0010733960,LASTMINUTE.COM NV ,2022-02-10,CH0305285295,VARIA US PROP ,2022-03-29,2021,8592,"0,0637829230805746","0,0196654087613271",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0010733960,LASTMINUTE.COM NV ,2022-02-10,CH0478634105,AEVIS VICTORIA ,2022-03-30,2021,8592,"0,0637829230805746","0,0374422904995751",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0010733960,LASTMINUTE.COM NV ,2022-02-10,CH1276062754,WISEKEY INTERN ,2022-01-31,2021,8592,"0,0637829230805746","0,032894662466296",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0002178181,STADLER RAIL AG ,2023-03-15,CH0012255151,THE SWATCH GROUP ,2023-02-06,2022,8592,"-0,0205054782598633","-0,0285324844965513",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0002178181,STADLER RAIL AG ,2023-03-15,CH0012453913,TEMENOS AG ,2023-02-20,2022,8592,"-0,0205054782598633","0,027939817160243",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0002178181,STADLER RAIL AG ,2023-03-15,CH0033361673,LOX HOLDING AG ,2023-03-10,2022,8592,"-0,0205054782598633","0,0671287189042668",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0002178181,STADLER RAIL AG ,2023-03-15,CH0305285295,VARIA US PROP ,2023-03-30,2022,8592,"-0,0205054782598633","0,0770431662635996",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0002178181,STADLER RAIL AG ,2023-03-15,CH0478634105,AEVIS VICTORIA ,2023-03-09,2022,8592,"-0,0205054782598633","0,0142310388081338",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0002178181,STADLER RAIL AG ,2023-03-15,CH1276062754,WISEKEY INTERN ,2023-04-21,2022,8592,"-0,0205054782598633","0,0679176236830913",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0002178181,STADLER RAIL AG ,2023-03-15,NL0010733960,LASTMINUTE.COM NV ,2023-02-09,2022,8592,"-0,0205054782598633","-0,0279127586545118",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012255151,THE SWATCH GROUP ,2023-02-06,CH0002178181,STADLER RAIL AG ,2023-03-15,2022,8592,"-0,0285324844965513","-0,0205054782598633",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012255151,THE SWATCH GROUP ,2023-02-06,CH0012453913,TEMENOS AG ,2023-02-20,2022,8592,"-0,0285324844965513","0,027939817160243",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012255151,THE SWATCH GROUP ,2023-02-06,CH0033361673,LOX HOLDING AG ,2023-03-10,2022,8592,"-0,0285324844965513","0,0671287189042668",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012255151,THE SWATCH GROUP ,2023-02-06,CH0305285295,VARIA US PROP ,2023-03-30,2022,8592,"-0,0285324844965513","0,0770431662635996",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012255151,THE SWATCH GROUP ,2023-02-06,CH0478634105,AEVIS VICTORIA ,2023-03-09,2022,8592,"-0,0285324844965513","0,0142310388081338",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012255151,THE SWATCH GROUP ,2023-02-06,CH1276062754,WISEKEY INTERN ,2023-04-21,2022,8592,"-0,0285324844965513","0,0679176236830913",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012255151,THE SWATCH GROUP ,2023-02-06,NL0010733960,LASTMINUTE.COM NV ,2023-02-09,2022,8592,"-0,0285324844965513","-0,0279127586545118",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012453913,TEMENOS AG ,2023-02-20,CH0002178181,STADLER RAIL AG ,2023-03-15,2022,8592,"0,027939817160243","-0,0205054782598633",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012453913,TEMENOS AG ,2023-02-20,CH0012255151,THE SWATCH GROUP ,2023-02-06,2022,8592,"0,027939817160243","-0,0285324844965513",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012453913,TEMENOS AG ,2023-02-20,CH0033361673,LOX HOLDING AG ,2023-03-10,2022,8592,"0,027939817160243","0,0671287189042668",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012453913,TEMENOS AG ,2023-02-20,CH0305285295,VARIA US PROP ,2023-03-30,2022,8592,"0,027939817160243","0,0770431662635996",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012453913,TEMENOS AG ,2023-02-20,CH0478634105,AEVIS VICTORIA ,2023-03-09,2022,8592,"0,027939817160243","0,0142310388081338",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012453913,TEMENOS AG ,2023-02-20,CH1276062754,WISEKEY INTERN ,2023-04-21,2022,8592,"0,027939817160243","0,0679176236830913",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012453913,TEMENOS AG ,2023-02-20,NL0010733960,LASTMINUTE.COM NV ,2023-02-09,2022,8592,"0,027939817160243","-0,0279127586545118",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0033361673,LOX HOLDING AG ,2023-03-10,CH0002178181,STADLER RAIL AG ,2023-03-15,2022,8592,"0,0671287189042668","-0,0205054782598633",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0033361673,LOX HOLDING AG ,2023-03-10,CH0012255151,THE SWATCH GROUP ,2023-02-06,2022,8592,"0,0671287189042668","-0,0285324844965513",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0033361673,LOX HOLDING AG ,2023-03-10,CH0012453913,TEMENOS AG ,2023-02-20,2022,8592,"0,0671287189042668","0,027939817160243",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0033361673,LOX HOLDING AG ,2023-03-10,CH0305285295,VARIA US PROP ,2023-03-30,2022,8592,"0,0671287189042668","0,0770431662635996",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0033361673,LOX HOLDING AG ,2023-03-10,CH0478634105,AEVIS VICTORIA ,2023-03-09,2022,8592,"0,0671287189042668","0,0142310388081338",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0033361673,LOX HOLDING AG ,2023-03-10,CH1276062754,WISEKEY INTERN ,2023-04-21,2022,8592,"0,0671287189042668","0,0679176236830913",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0033361673,LOX HOLDING AG ,2023-03-10,NL0010733960,LASTMINUTE.COM NV ,2023-02-09,2022,8592,"0,0671287189042668","-0,0279127586545118",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0305285295,VARIA US PROP ,2023-03-30,CH0002178181,STADLER RAIL AG ,2023-03-15,2022,8592,"0,0770431662635996","-0,0205054782598633",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0305285295,VARIA US PROP ,2023-03-30,CH0012255151,THE SWATCH GROUP ,2023-02-06,2022,8592,"0,0770431662635996","-0,0285324844965513",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0305285295,VARIA US PROP ,2023-03-30,CH0012453913,TEMENOS AG ,2023-02-20,2022,8592,"0,0770431662635996","0,027939817160243",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0305285295,VARIA US PROP ,2023-03-30,CH0033361673,LOX HOLDING AG ,2023-03-10,2022,8592,"0,0770431662635996","0,0671287189042668",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0305285295,VARIA US PROP ,2023-03-30,CH0478634105,AEVIS VICTORIA ,2023-03-09,2022,8592,"0,0770431662635996","0,0142310388081338",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0305285295,VARIA US PROP ,2023-03-30,CH1276062754,WISEKEY INTERN ,2023-04-21,2022,8592,"0,0770431662635996","0,0679176236830913",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0305285295,VARIA US PROP ,2023-03-30,NL0010733960,LASTMINUTE.COM NV ,2023-02-09,2022,8592,"0,0770431662635996","-0,0279127586545118",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0478634105,AEVIS VICTORIA ,2023-03-09,CH0002178181,STADLER RAIL AG ,2023-03-15,2022,8592,"0,0142310388081338","-0,0205054782598633",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0478634105,AEVIS VICTORIA ,2023-03-09,CH0012255151,THE SWATCH GROUP ,2023-02-06,2022,8592,"0,0142310388081338","-0,0285324844965513",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0478634105,AEVIS VICTORIA ,2023-03-09,CH0012453913,TEMENOS AG ,2023-02-20,2022,8592,"0,0142310388081338","0,027939817160243",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0478634105,AEVIS VICTORIA ,2023-03-09,CH0033361673,LOX HOLDING AG ,2023-03-10,2022,8592,"0,0142310388081338","0,0671287189042668",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0478634105,AEVIS VICTORIA ,2023-03-09,CH0305285295,VARIA US PROP ,2023-03-30,2022,8592,"0,0142310388081338","0,0770431662635996",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0478634105,AEVIS VICTORIA ,2023-03-09,CH1276062754,WISEKEY INTERN ,2023-04-21,2022,8592,"0,0142310388081338","0,0679176236830913",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0478634105,AEVIS VICTORIA ,2023-03-09,NL0010733960,LASTMINUTE.COM NV ,2023-02-09,2022,8592,"0,0142310388081338","-0,0279127586545118",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276062754,WISEKEY INTERN ,2023-04-21,CH0002178181,STADLER RAIL AG ,2023-03-15,2022,8592,"0,0679176236830913","-0,0205054782598633",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276062754,WISEKEY INTERN ,2023-04-21,CH0012255151,THE SWATCH GROUP ,2023-02-06,2022,8592,"0,0679176236830913","-0,0285324844965513",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276062754,WISEKEY INTERN ,2023-04-21,CH0012453913,TEMENOS AG ,2023-02-20,2022,8592,"0,0679176236830913","0,027939817160243",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276062754,WISEKEY INTERN ,2023-04-21,CH0033361673,LOX HOLDING AG ,2023-03-10,2022,8592,"0,0679176236830913","0,0671287189042668",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276062754,WISEKEY INTERN ,2023-04-21,CH0305285295,VARIA US PROP ,2023-03-30,2022,8592,"0,0679176236830913","0,0770431662635996",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276062754,WISEKEY INTERN ,2023-04-21,CH0478634105,AEVIS VICTORIA ,2023-03-09,2022,8592,"0,0679176236830913","0,0142310388081338",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH1276062754,WISEKEY INTERN ,2023-04-21,NL0010733960,LASTMINUTE.COM NV ,2023-02-09,2022,8592,"0,0679176236830913","-0,0279127586545118",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0010733960,LASTMINUTE.COM NV ,2023-02-09,CH0002178181,STADLER RAIL AG ,2023-03-15,2022,8592,"-0,0279127586545118","-0,0205054782598633",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0010733960,LASTMINUTE.COM NV ,2023-02-09,CH0012255151,THE SWATCH GROUP ,2023-02-06,2022,8592,"-0,0279127586545118","-0,0285324844965513",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0010733960,LASTMINUTE.COM NV ,2023-02-09,CH0012453913,TEMENOS AG ,2023-02-20,2022,8592,"-0,0279127586545118","0,027939817160243",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0010733960,LASTMINUTE.COM NV ,2023-02-09,CH0033361673,LOX HOLDING AG ,2023-03-10,2022,8592,"-0,0279127586545118","0,0671287189042668",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0010733960,LASTMINUTE.COM NV ,2023-02-09,CH0305285295,VARIA US PROP ,2023-03-30,2022,8592,"-0,0279127586545118","0,0770431662635996",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0010733960,LASTMINUTE.COM NV ,2023-02-09,CH0478634105,AEVIS VICTORIA ,2023-03-09,2022,8592,"-0,0279127586545118","0,0142310388081338",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
NL0010733960,LASTMINUTE.COM NV ,2023-02-09,CH1276062754,WISEKEY INTERN ,2023-04-21,2022,8592,"-0,0279127586545118","0,0679176236830913",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0002178181,STADLER RAIL AG ,2024-03-13,CH0012255151,THE SWATCH GROUP ,2024-01-22,2023,8592,"0,0227381161146876","-0,0850717061195133",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0002178181,STADLER RAIL AG ,2024-03-13,CH0012453913,TEMENOS AG ,2024-02-19,2023,8592,"0,0227381161146876","0,000772812639506598",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0002178181,STADLER RAIL AG ,2024-03-13,CH0033361673,LOX HOLDING AG ,2024-03-06,2023,8592,"0,0227381161146876","-0,0617423406983336",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0002178181,STADLER RAIL AG ,2024-03-13,CH0305285295,VARIA US PROP ,2024-03-28,2023,8592,"0,0227381161146876","0,0272475223233846",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0002178181,STADLER RAIL AG ,2024-03-13,CH0478634105,AEVIS VICTORIA ,2024-03-21,2023,8592,"0,0227381161146876","-0,0476132770804443",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0002178181,STADLER RAIL AG ,2024-03-13,CH1276062754,WISEKEY INTERN ,2024-05-15,2023,8592,"0,0227381161146876","0,028152970606138",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0002178181,STADLER RAIL AG ,2024-03-13,NL0010733960,LASTMINUTE.COM NV ,2024-04-04,2023,8592,"0,0227381161146876","-0,0669111339723212",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012255151,THE SWATCH GROUP ,2024-01-22,CH0002178181,STADLER RAIL AG ,2024-03-13,2023,8592,"-0,0850717061195133","0,0227381161146876",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012255151,THE SWATCH GROUP ,2024-01-22,CH0012453913,TEMENOS AG ,2024-02-19,2023,8592,"-0,0850717061195133","0,000772812639506598",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012255151,THE SWATCH GROUP ,2024-01-22,CH0033361673,LOX HOLDING AG ,2024-03-06,2023,8592,"-0,0850717061195133","-0,0617423406983336",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012255151,THE SWATCH GROUP ,2024-01-22,CH0305285295,VARIA US PROP ,2024-03-28,2023,8592,"-0,0850717061195133","0,0272475223233846",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012255151,THE SWATCH GROUP ,2024-01-22,CH0478634105,AEVIS VICTORIA ,2024-03-21,2023,8592,"-0,0850717061195133","-0,0476132770804443",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012255151,THE SWATCH GROUP ,2024-01-22,CH1276062754,WISEKEY INTERN ,2024-05-15,2023,8592,"-0,0850717061195133","0,028152970606138",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012255151,THE SWATCH GROUP ,2024-01-22,NL0010733960,LASTMINUTE.COM NV ,2024-04-04,2023,8592,"-0,0850717061195133","-0,0669111339723212",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012453913,TEMENOS AG ,2024-02-19,CH0002178181,STADLER RAIL AG ,2024-03-13,2023,8592,"0,000772812639506598","0,0227381161146876",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012453913,TEMENOS AG ,2024-02-19,CH0012255151,THE SWATCH GROUP ,2024-01-22,2023,8592,"0,000772812639506598","-0,0850717061195133",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012453913,TEMENOS AG ,2024-02-19,CH0033361673,LOX HOLDING AG ,2024-03-06,2023,8592,"0,000772812639506598","-0,0617423406983336",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012453913,TEMENOS AG ,2024-02-19,CH0305285295,VARIA US PROP ,2024-03-28,2023,8592,"0,000772812639506598","0,0272475223233846",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
CH0012453913,TEMENOS AG ,2024-02-19,CH0478634105,AEVIS VICTORIA ,2024-03-21,2023,8592,"0,000772812639506598","-0,0476132770804443",,True,Peer_CAR relative to EventFirm's event date not computable from provided files.
