"";"ISIN";"Reportdate";"Name";"Group";"Year";"Actual";"Estimate";"Mean";"Surprise";"SurpriseSD";"SurprisePercent";"SurpriseCategory";"CAPM_a";"CAPM_a_sd";"CAPM_a_p";"CAPM_beta";"CAPM_beta_sd";"CAPM_beta_p";"CAPM_BPtest_p";"CAPM_robust_a";"CAPM_robust_a_sd";"CAPM_robust_beta";"CAPM_robust_beta_sd";"CAR_shortterm";"CAR_middleterm";"BHAR_shortterm";"BHAR_middleterm"
"BP378";"CH0038389992";2024-01-19;"BB BIOTECH AG ";4350;2023;-4,011965679;4;-1,04289824;-2,969067439;2,596742125;-2,85;"Negativ";-0,00160045608155628;0,000868507675246654;0,0667148865230251;0,806887238896569;0,13229825848574;4,77509741156504e-09;0,948193529050935;-0,00177202367257834;0,000775411612698458;0,799997251368547;0,118117097745269;0,016977066981267;0,113064123396029;0,0167311471132097;0,113247419357012
"BP379";"CH0038863350";2020-02-13;"NESTLE SA ";4610;2019;4,693042081;28;4,676430202;0,016611879;0,102023117;NA;"Positive";0,000193147987002169;0,000413532136663118;0,6409149597207;0,889921954546276;0,0666315344582236;3,70203935461766e-30;0,168506464680838;0,000366099010250318;0,00036252189639012;0,906963243395318;0,0584123653027164;-0,00924038020233078;0,102344084501754;-0,00991013353393355;0,0920902848764663
"BP380";"CH0038863350";2021-02-18;"NESTLE SA ";4610;2020;4,480205706;26;4,496296136;-0,01609043;0,055699279;NA;"Positive";-0,000313684541820675;0,000507828194909231;0,537416096856461;0,776160410610958;0,0359652666306489;4,00952646836153e-56;0,233324138936293;-0,000288950690304912;0,0004223769798798;0,773969480424449;0,0299134645384163;-0,0133989814279681;0,0380994186853608;-0,0131546657433478;0,0390919843061701
"BP381";"CH0038863350";2022-02-17;"NESTLE SA ";4610;2021;4,7036839;26;4,725659256;-0,021975356;0,107067339;NA;"Positive";0,000647395476620396;0,000412027776358674;0,117570005094517;0,71720738358576;0,0654874620684914;1,52443251858713e-22;0,613203947999596;0,000568269330657045;0,000340162395478641;0,646364134933919;0,0540652190197073;0,0179017188574736;0,00410785308725792;0,0178955518841056;0,00168236542252043
"BP382";"CH0038863350";2023-02-16;"NESTLE SA ";4610;2022;5,108073013;20;5,080829957;0,027243056;0,076259273;0,01;"Neutral";-4,28368917139878e-05;0,000525807445964531;0,935143557482358;0,80140141921546;0,0515583550112285;3,26537678233369e-37;0,00295782321194233;-2,99520992988508e-05;0,000513261826351989;0,798958371422005;0,0503281869814991;-0,0161623942573363;0,036754336153776;-0,016449315803239;0,0359762666650226
"BP383";"CH0038863350";2024-02-22;"NESTLE SA ";4610;2023;5,108073013;23;5,160909644;-0,05283663;0,163213575;-0,01;"Neutral";-0,000340095216407336;0,000479792403277834;0,479178718023407;0,72252629452171;0,075273050453401;1,95677890285113e-18;0,0669002995731332;-0,000230899853581399;0,000456485588325407;0,705672585983845;0,0716165209922495;-0,0565846111710774;-0,00232080688150574;-0,0561379224072633;-0,00297249984318548
"BP384";"CH0039821084";2020-03-19;"METALL ZUG AG ";3720;2019;69,3633748;4;90,23730233;-20,87392753;12,57258524;-0,23;"Negativ";-0,000956769083545355;0,00117592093314961;0,416738468611806;0,670771621519082;0,182170982767437;0,000291398525568439;0,233063798471571;-0,00091207182919441;0,000883506393764357;0,655854548465635;0,136870790795669;0,0973288528145665;0,249379898827303;0,0997908607686782;0,277812282216645
"BP385";"CH0039821084";2021-03-18;"METALL ZUG AG ";3720;2020;33,97932736;3;1,819751011;32,15957635;7,555393361;17,67;"Positive";0,00170865975706711;0,00133635048862457;0,202390731052296;0,735650663607635;0,14282856875606;5,78018763002562e-07;0,537287172226622;0,000335796283773058;0,00110578983339888;0,606895791112142;0,11818634452098;0,0649421344617904;-0,0121915448888449;0,0667345924000284;-0,0140059453119854
"BP386";"CH0039821084";2022-03-15;"METALL ZUG AG ";3720;2021;115,8149138;3;92,99175621;22,82315755;6,853352577;0,25;"Positive";-0,000417344786196229;0,000837310930595215;0,618677928690576;0,605261879887863;0,119317534985641;8,35410950348529e-07;0,807612963475639;-0,000597734199255858;0,000701706170432082;0,532989519177048;0,0999937388619208;0,0311023183316487;0,0446514210670217;0,0319504440050962;0,043566617375231
"BP387";"CH0039821084";2023-03-13;"METALL ZUG AG ";3720;2022;308,5701773;2;82,18676642;226,3834109;2,405051044;2,75;"Positive";6,32786055626717e-06;0,000796850806191271;0,99367122593418;0,554181903382257;0,0855978527908777;6,17127784719374e-10;0,606049548662964;-0,000161133902227283;0,000653119774740881;0,508903058491134;0,0701582402862775;-0,0954826060246277;-0,123019311737594;-0,0920239108159724;-0,122944729173702
"BP388";"CH0039821084";2024-03-11;"METALL ZUG AG ";3720;2023;52,66636113;2;60,73019931;-8,063838179;8,042554541;-0,13;"Negativ";-0,00114800515082499;0,000727251826943692;0,115882046006418;0,670521977489248;0,120017610577334;6,82430545393562e-08;0,407663899245432;-0,00155521009817127;0,000687933769071121;0,620837518870506;0,113528992489926;-0,0713526922907013;0,012209154993547;-0,0695490114740916;0,00735890490215063
"BP389";"CH0042615283";2020-03-19;"DOCMORRIS AG ";7040;2019;-6,427658542;7;-5,035857631;-1,391800911;1,442785864;-0,28;"Negativ";0,00107292456395003;0,00111736579889532;0,338000030573864;0,717300664230303;0,173099755227834;4,88009102744726e-05;0,115859834397653;0,000733076806122751;0,00102558999096996;0,61071576109331;0,158882056866722;0,160696210467626;0,136858367124865;0,167802695484068;0,122507614087782
"BP390";"CH0042615283";2021-01-21;"DOCMORRIS AG ";7040;2020;-15,90951907;11;-9,406016289;-6,503502784;3,052605716;-0,69;"Negativ";0,0044962914210768;0,00259611524685941;0,0846939900522393;0,315937548977524;0,176714361525622;0,075183921776615;0,992472315287158;0,00365201415369273;0,00235558434676992;0,495164761526596;0,160341719945893;0,148131325131479;-0,164213469786308;0,156711678524231;-0,189986093435742
"BP391";"CH0042615283";2022-01-20;"DOCMORRIS AG ";7040;2021;-24,90185594;9;-19,23224608;-5,669609865;2,338018227;-0,29;"Negativ";-0,00166217194146591;0,0022128507623929;0,453371736228847;0,85699512556956;0,348466333725345;0,0146944752140202;0,987052982873652;-0,00154362750171574;0,00197293070602549;0,932084926913823;0,310685176563566;-0,0166765938586114;-0,208907430038884;-0,0261093935497906;-0,197767661900952
"BP392";"CH0042615283";2023-01-19;"DOCMORRIS AG ";7040;2022;-16,89920822;13;-14,46681834;-2,432389876;1,218051936;-0,17;"Negativ";-0,00662933449505213;0,00340946855407008;0,0531291578245784;1,74691478876446;0,32992870341308;2,89133067916264e-07;0,388665117240329;-0,00626328924366594;0,00305590215979546;1,91234905605407;0,295714660906599;0,00858415519415853;0,640019138520125;0,00620875543919597;0,649161457194399
"BP393";"CH0042615283";2024-01-16;"DOCMORRIS AG ";7040;2023;-10,71631151;10;-7,273576717;-3,442734793;5,012828735;-0,47;"Negativ";0,0044805705182526;0,00299094445163115;0,135561430347074;2,64234741349924;0,456104670763538;2,3810761784104e-08;0,374529821912282;0,000867342649702909;0,00204916528075182;2,13411785378743;0,312487868240971;-0,0135556119319294;0,0807552702741619;-0,0152294837326575;0,0768117484732449
"BP394";"CH0045825517";2020-03-13;"FUNDAMENTA REAL ";4392;2019;0,943865475;1;0,513882787;0,429982688;0;0,84;"Positive";0,000336086231806233;0,000421964082778526;0,426615280182546;-0,0514433220844683;0,0664882249672247;0,439930315262917;0,0819799226695635;0,000438097514317108;0,000317230084951821;-0,0213277240762456;0,04998545164262;-0,0546480636315613;0,0270232373043609;-0,0550873336049262;0,0257545143097457
"BP395";"CH0045825517";2021-03-12;"FUNDAMENTA REAL ";4392;2020;1,122147865;1;0,629240103;0,492907762;0;0,78;"Positive";0,000404909389999708;0,000451242133752228;0,37053262336785;0,0812141564852488;0,0472756763783798;0,0872311235540489;0,784887696598263;0,000435124265095728;0,000402425226140077;0,0629196769744467;0,0421612330375623;0,0276549014489063;0,0583999427309803;0,0277221501237193;0,0590666045165618
"BP396";"CH0045825517";2022-04-15;"FUNDAMENTA REAL ";4392;2021;1,085465515;1;0,659792764;0,425672751;0;0,65;"Positive";-0,000119346781367813;0,000559000938650585;0,831135502398943;0,130844856586686;0,0691762316319498;0,0598811560700256;0,972776365709021;-8,68540752916083e-07;0,000499020948540257;0,140445570357345;0,0617537222902479;0,000676212143806705;-0,0600820335603428;0,00065260679988921;-0,0586720168596706
"BP397";"CH0045825517";2023-03-15;"FUNDAMENTA REAL ";4392;2022;0,78749459;1;0,655536037;0,131958553;0;0,2;"Positive";-0,00059647191992677;0,000913373329634911;0,514413630371423;0,158128929097022;0,0985251863688235;0,109943774546685;0,802161575734156;-0,000626477238445884;0,000812165697513193;0,153365510498284;0,0876079628270267;-0,000432774544378848;0,0335968780869099;-0,00058814396178819;0,0325817240183117
"BP398";"CH0045825517";2024-03-14;"FUNDAMENTA REAL ";4392;2023;0,297970926;1;0,634252399;-0,336281473;0;-0,53;"Negativ";0,000241151491627352;0,000571484190194886;0,673457905490691;-0,0739351510247025;0,0951260098683035;0,437859586370121;0,807065997159272;0,000614327507704379;0,000503586710306625;-0,0693821327507292;0,0838241813090898;-0,0247480212404721;-0,0309685412455352;-0,0249353858718864;-0,0332676279778453
"BP399";"CH0100837282";2020-03-05;"KARDEX HOLDING ";8520;2019;5,75032;5;5,58206;0,16826;0,22478;0,03;"Neutral";-0,000255548671734204;0,00103118320586037;0,804505242127286;1,22089431971776;0,165800912557282;3,58757445425313e-12;0,170039551750009;-0,000265245571687567;0,000978857896871322;1,16578933124017;0,157387680135612;-0,0898399470598454;-0,039919218625712;-0,0791545114628811;-0,0474419907007594
"BP400";"CH0100837282";2021-03-04;"KARDEX HOLDING ";8520;2020;5,28;4;4,43091;0,84909;0,22242;0,19;"Positive";0,00173877961376244;0,00128132486233705;0,176172793946876;1,11877607624889;0,10992007174081;3,5864974048124e-20;0,532299619809571;0,00141943587236396;0,00114701082635804;1,08061697882696;0,0983977725139911;0,0102645256668603;-0,0534370379160392;0,00894003637082141;-0,0616041609492932
"BP401";"CH0100837282";2022-03-03;"KARDEX HOLDING ";8520;2021;5,69;6;6,06593;-0,37593;0,35122;-0,06;"Negativ";0,000602333899445047;0,00103765269726965;0,562189559524668;1,56873117592865;0,164061501665334;2,5167709779981e-18;0,0915734186819068;0,000185539421295703;0,00100321616583129;1,52518378782988;0,158616800297729;0,0175385077308316;-0,206975678174704;0,0123555258707438;-0,213396760316599
"BP402";"CH0100837282";2023-03-02;"KARDEX HOLDING ";8520;2022;4,9;5;5,1036;-0,2036;0,59279;-0,04;"Neutral";-0,000438036914103111;0,00129205478727812;0,734916891430289;1,53438066659267;0,138136025810257;5,00143134590115e-23;0,600398142863048;0,00029880747838658;0,00132275406469398;1,60264427603127;0,141418143735307;0,0496935533518874;0,0890430538254618;0,0493822627387517;0,0884366617172714
"BP403";"CH0100837282";2024-03-07;"KARDEX HOLDING ";8520;2023;8,63;6;8,0405;0,5895;0,26842;0,07;"Positive";0,00123612698771723;0,00103641982920897;0,234281649186437;1,36459888446228;0,172812139765639;1,37167955594642e-13;0,830532708762735;0,000990951957092577;0,000938992263443283;1,44286733215289;0,156567114692184;0,0292161588043328;0,0137954383401736;0,030305570069973;0,0102137980826738
"BP404";"CH0102484968";2020-02-03;"JULIUS BAER ";4310;2019;3,74592021;17;3,809143255;-0,063223045;0,198970086;-0,02;"Neutral";0,000147628864940841;0,000947093939500749;0,876274640021753;1,33748939266643;0,15215641517393;4,43402814841283e-16;0,817389963366528;-0,000342815014528464;0,000884846523564217;1,31808318944775;0,142155988323204;-0,0501706814311966;-0,203605151112586;-0,0507641660272763;-0,133189725844972
"BP405";"CH0102484968";2021-02-01;"JULIUS BAER ";4310;2020;4,724967537;20;4,574385802;0,150581736;0,3958863;0,03;"Neutral";0,000675018550549984;0,00146968511398426;0,646478133242122;1,44160551129213;0,0995555438318346;8,79543013361075e-34;0,000296013069311805;-0,00036299187996105;0,00122176709712991;1,35264970128957;0,0827617335395511;0,00444740544871722;0,0834297422906095;0,00318884862371038;0,0851580016977251
"BP406";"CH0102484968";2022-02-02;"JULIUS BAER ";4310;2021;5,682731227;19;5,743389594;-0,060658367;0,33011986;-0,01;"Neutral";-0,000405325363162239;0,000836869610834549;0,628632053825963;1,25016126138161;0,128189531781242;6,82948515389904e-19;0,168644294050454;-0,000189193486237246;0,00079801550624009;1,25855347700088;0,122237960101186;-0,0407949628797487;-0,00823293287661547;-0,0412274758605379;-0,0170658133240245
"BP407";"CH0102484968";2023-02-02;"JULIUS BAER ";4310;2022;5,363476664;17;5,259687006;0,103789659;0,323053693;0,02;"Neutral";0,000585198407078572;0,000970464186650743;0,547126815929754;1,50987525827833;0,0934698240439775;3,55347372910468e-39;0,146452676005416;0,000914974071683384;0,000946861229078144;1,49877191258333;0,0911965157430888;0,0523037603366776;-0,0395611354091573;0,0524278572624139;-0,0439505653122307
"BP408";"CH0102484968";2024-02-01;"JULIUS BAER ";4310;2023;2,447618319;17;4,333220905;-1,885602586;0,586140736;-0,44;"Negativ";-0,000843730808861071;0,00117926727450472;0,475080531239373;1,51797148260877;0,182701393235127;1,01261622182831e-14;0,757821897847956;-0,00070570667348302;0,000740650229663592;1,22762082496665;0,114747378974192;-0,0241792680783924;0,0453847474611987;-0,0246089747870852;0,0437000233475124
"BP409";"CH0106213793";2020-04-28;"SPEXIS AG ";3440;2019;-6,225463985;2;-4,921309094;-1,304154891;2,081007662;-0,27;"Negativ";-0,000571083020542595;0,00423418776279615;0,892835153600854;1,10246491400264;0,384113876334096;0,00450481277484647;0,26083440424871;-0,00588841770995979;0,00227703899609714;1,02071326650639;0,206566719369379;-0,0256938446757762;0,100464375688188;-0,0273387678985876;0,0803413422907326
"BP410";"CH0106213793";2021-03-05;"SPEXIS AG ";3440;2020;-4,309936605;3;-5,460668395;1,15073179;1,778354336;0,21;"Positive";0,00218344927895322;0,00219011815154131;0,319886608726066;-0,021156085730991;0,196217718911858;0,914237630794532;0,455039745819919;0,000591910129602258;0,00205289867299214;0,015899908148756;0,183923910446664;0,0146619042321287;-0,0326203064096101;0,0127019272828213;-0,0440531036638356
"BP411";"CH0106213793";2022-04-18;"SPEXIS AG ";3440;2021;NA;NA;NA;0;NA;NA;NA;-0,00550949220537128;0,00390794193381539;0,160011590099503;1,18992455520346;0,482535647721448;0,0144319183853857;0,918685939291398;-0,00469558118934885;0,00236525633626524;1,21447995031113;0,292051549786646;0,0242852094310332;0,111717181200471;0,0233368180849832;0,0439490234530412
"BP412";"CH0106213793";2023-05-29;"SPEXIS AG ";3440;2022;-0,404389114;1;-0,340538201;-0,063850913;0;-0,19;"Negativ";-0,00251688443665601;0,00428026607264212;0,557124367177298;0,506810818093768;0,486648818497832;0,298824210334367;0,716565015326897;-0,0031314922465664;0,0035316781380281;0,347845224083759;0,401537419407454;0,146046440895418;0,16651961796614;0,140991825311363;0,125423831969154
"BP413";"CH0106213793";2024-05-31;"SPEXIS AG ";3440;2023;-0,393747295;1;-0,138343644;-0,255403651;0;-1,85;"Negativ";0,00291569755648742;0,0111117798037407;0,793262054385149;-0,405506599959872;1,88682726647989;0,830033951606943;0,159787601194425;-0,00890413796202659;0,00631194096622894;-1,29612748461389;1,07179430566856;0,188617252297779;1,14442771044333;0,181899155594994;0,423204275298077
"BP414";"CH0110240600";2020-02-25;"ARBONIA AG ";3110;2019;0,404389114;5;0,568273123;-0,163884009;0,139822857;-0,29;"Negativ";0,000249903549998929;0,00106524587834371;0,814740679809122;0,939477051790411;0,172309163268377;1,33651947710443e-07;0,347400629760823;-0,000397990426222049;0,000968371976293936;0,834739027432381;0,15663929648542;0,0371441206309793;-0,196383435947992;0,0344823999432528;-0,177260105418745
"BP415";"CH0110240600";2021-03-02;"ARBONIA AG ";3110;2020;0,691718221;3;0,673978309;0,017739912;0,056539983;0,03;"Neutral";0,00212051352803408;0,00158896352602432;0,18341730251564;0,88896004419483;0,134249875917861;2,70392139537598e-10;0,857239703761763;0,00141638793915007;0,00134923525005606;0,918771459549584;0,11399548317968;0,051598498308531;-0,0241637588707852;0,0531164337903807;-0,0278457892988921
"BP416";"CH0110240600";2022-03-01;"ARBONIA AG ";3110;2021;2,139005574;4;0,750780315;1,38822526;0,115942616;1,85;"Positive";0,000591768643831839;0,000923792622784689;0,522461381372527;1,06973161256671;0,145736771218658;4,12977981210482e-12;0,628151573579551;-4,75376087994006e-06;0,000844417543009071;1,01427857496744;0,133214623329176;-0,136599403141143;-0,0931576626054811;-0,123886340958775;-0,102745489389308
"BP417";"CH0110240600";2023-02-28;"ARBONIA AG ";3110;2022;0,297970926;5;0,436101734;-0,138130808;0,057433896;-0,32;"Negativ";-0,000850435626523552;0,00129574152101967;0,512300042313651;1,36060752516452;0,137255297061308;2,25977812003848e-19;0,804971634153874;-0,000610566260435625;0,00111440588105474;1,35656458561482;0,118046776899353;-0,0545365448351346;-0,118332077155878;-0,0558106736711118;-0,113912608986271
"BP418";"CH0110240600";2024-02-27;"ARBONIA AG ";3110;2023;-0,266045469;5;-0,084708877;-0,181336592;0,119667252;-2,14;"Negativ";-0,000597916967887734;0,00118530502869689;0,614458361262315;0,996173289717877;0,189673436691295;3,55587461859805e-07;0,620377380139725;-0,00139983299400891;0,00110985419408443;0,981741934420479;0,177599735191939;0,165507756397748;0,0171358001760097;0,153273818847149;0,0156646569349502
"BP419";"CH0111677362";2020-03-04;"ORIOR AG ";6760;2019;5,150640289;7;4,90344148;0,247198808;0,316530258;0,05;"Neutral";0,00068295317222181;0,000699042401586677;0,329655084569171;0,271128189319006;0,112622761371889;0,0168954206569088;0,662452908277123;0,000198868255424306;0,000597838109673193;0,275223056493283;0,0963177321031168;-0,0412576463386625;-0,124636315869993;-0,0412821778989644;-0,125374190682001
"BP420";"CH0111677362";2021-03-10;"ORIOR AG ";6760;2020;3,565009291;4;3,189087042;0,375922248;0,127425138;0,12;"Positive";-0,000464681397617598;0,00110257505346793;0,673839120780252;0,414208883273378;0,113437789910538;0,000326240250254259;0,404937895005342;-0,000989715711680942;0,000917793599365208;0,331197215348646;0,0944266580116808;0,0951836083229297;0,0780662686743251;0,097822762034006;0,0776390103013694
"BP421";"CH0111677362";2022-03-02;"ORIOR AG ";6760;2021;4,458922068;4;4,676547262;-0,217625194;0,140333664;-0,05;"Neutral";8,75921237368319e-05;0,000823596095899821;0,915399437854479;0,258709025005777;0,130308040381889;0,0483515024171702;0,328521197079499;0,000103228462805266;0,000828110512594136;0,286864872170472;0,131022304079631;0,0503140697491831;0,0209695338157389;0,0498317983803855;0,0182298673578016
"BP422";"CH0111677362";2023-03-08;"ORIOR AG ";6760;2022;4,905878457;4;4,686923035;0,218955421;0,096457445;0,05;"Neutral";-0,000465187151666351;0,00102157275961677;0,649298740915728;0,466528380244571;0,109636379968503;3,09606709050174e-05;0,709540799930717;0,000138973224526294;0,00101090152026219;0,450078712871234;0,108491130115665;0,0718340794512852;0,0986331083114501;0,0722144484001862;0,104046975295197
"BP423";"CH0111677362";2024-03-13;"ORIOR AG ";6760;2023;4,033249317;3;4,016222407;0,01702691;0,0588599;NA;"Positive";-0,000799447631887021;0,000917499193471596;0,384526353786968;0,159306541766742;0,152134349173815;0,296187571976405;0,142353413123147;-0,000885362673806015;0,000858261913662239;0,255702154419961;0,142311969955666;-0,0597309587924731;0,0177295320309578;-0,0596206110444238;0,013180884971139
"BP424";"CH0118530366";2020-02-19;"PEACH PROPERTY ";2810;2019;8,904222608;3;8,667963589;0,236259019;0,839384098;0,03;"Neutral";0,000986412866039453;0,000910494220596019;0,279830319013602;0,36094645595179;0,146112581307446;0,0142624585969506;0,529774081455486;0,000444560585134518;0,000886617500550606;0,330888536859927;0,142280937876797;0,00657690637414084;-0,246163903029419;0,00602087215293468;-0,22620390263789
"BP425";"CH0118530366";2021-03-29;"PEACH PROPERTY ";2810;2020;10,55807831;3;7,398043429;3,160034877;0,919708546;0,43;"Positive";0,00085034580267325;0,00118078476661387;0,472198646494319;0,514432183274076;0,127742941535267;7,78583163384795e-05;0,0918737134163992;0,000209316834171978;0,00115548745750802;0,536238834743872;0,125006157686526;-0,0341320080024589;0,0434163882886055;-0,0339876198659698;0,0420407068061472
"BP426";"CH0118530366";2022-03-29;"PEACH PROPERTY ";2810;2021;9,140492268;4;9,79353812;-0,653045851;1,276571297;-0,07;"Negativ";0,000525694121705358;0,000927467430680837;0,571426439052627;0,405952339991923;0,127424715820883;0,00165390840261589;0,795963802052733;6,71418843791476e-05;0,000858226448043447;0,374075476969528;0,117911699790496;-0,0493255841874532;-0,222394669263851;-0,0487067274759609;-0,198335461240401
"BP427";"CH0118530366";2023-03-21;"PEACH PROPERTY ";2810;2022;-0,71839726;7;-0,730177754;0,011780493;0,472315843;0,02;"Neutral";-0,00401803615799598;0,00173507544152737;0,0214959935562044;1,06872744170073;0,18724395611787;3,69676348531099e-08;0,456582337224268;-0,00448777387485785;0,00169843863908931;1,06145862436862;0,183290226116382;-0,0285639223907895;0,0313822811885708;-0,0310337061516863;0,0116313124737423
"BP428";"CH0118530366";2024-03-21;"PEACH PROPERTY ";2810;2023;-6,748307184;4;-7,661077264;0,91277008;1,57915013;0,12;"Positive";-0,000150224204927857;0,00193135962976472;0,938072816470366;1,84722724706928;0,32256180394298;3,35311603739662e-08;0,00360827562301049;-0,0013124986771287;0,00177516324465168;1,56434171706592;0,296475006344558;0,167930653758431;0,22279146091288;0,170568125446108;0,197323231875459
"BP429";"CH0126639464";2020-03-06;"CALIDA HOLDING AG ";1610;2019;2,021945568;2;2,037908296;-0,015962728;0,196873647;-0,01;"Neutral";0,00093343275885364;0,00115888776106403;0,421430408741003;0,250685561209045;0,186201255743216;0,179592748529076;0,270387639201961;0,000876632666475055;0,0012121392650801;0,264080340329235;0,194757301678936;-0,0566027048853514;-0,0776274270193761;-0,0557150519340904;-0,0935346923540996
"BP430";"CH0126639464";2021-03-05;"CALIDA HOLDING AG ";1610;2020;-0,180910919;2;-0,489523664;0,308612745;0,255403651;0,63;"Positive";0,000611896789858891;0,00125903122506133;0,627448806319501;0,363409724510462;0,112799501180553;0,00146824052671718;0,319865007143366;0,000149092549477747;0,00124461855354255;0,365005021382162;0,111508236813446;0,0187729001469348;0,054784771376162;0,0174198953744087;0,053460190364562
"BP431";"CH0126639464";2022-03-04;"CALIDA HOLDING AG ";1610;2021;1,936811018;3;1,929712924;0,007098093;0,522885766;NA;"Positive";0,00121201898476196;0,00159232837708444;0,447379452813426;1,15747412712032;0,24840620552307;5,49928514016881e-06;0,961242465839803;0,000675899350370748;0,00150874138481703;1,15199814850392;0,235366478366885;0,00804723890252879;-0,0312681856478235;0,00925268347266361;-0,0432653885743084
"BP432";"CH0126639464";2023-03-03;"CALIDA HOLDING AG ";1610;2022;2,745589245;1;3,152106722;-0,406517477;0;-0,13;"Negativ";6,96646093783606e-05;0,00127261483458154;0,95639445986884;0,7834813284059;0,136502366974219;3,13767480310491e-08;0,741809619941495;-0,000390024004823791;0,00123890546189791;0,76868071902617;0,132886654634951;0,0177645327240645;-0,112267995803212;0,0145608253567271;-0,110394050976377
"BP433";"CH0126639464";2024-02-23;"CALIDA HOLDING AG ";1610;2023;0,883270959;1;1,197204613;-0,313933654;0;-0,26;"Negativ";-0,00200878372464458;0,0010973031518555;0,0685109741426364;0,564070595373774;0,17197604954691;0,00120788431850728;0,346593357028204;-0,00291627296166596;0,000948633897969234;0,531388407919876;0,148675696377221;0,0385827874949781;0,0782731609071965;0,0379345164458356;0,0722868833110514
"BP434";"CH0126673539";2020-02-10;"DKSH HOLDING AG ";8580;2019;3,000992895;6;2,883581709;0,117411187;0,114207999;0,04;"Neutral";-0,000964809818015037;0,0010368977590177;0,353148556944787;0,956561302436611;0,166223941310138;2,9055651329403e-08;0,903436724962081;-0,000543815533346309;0,000708183535356976;0,874395396041883;0,113528125019291;0,184271512717229;0,0507971872349311;0,18335753251534;0,0323900226608418
"BP435";"CH0126673539";2021-02-09;"DKSH HOLDING AG ";8580;2020;2,564678326;8;2,566274598;-0,001596273;0,073939357;NA;"Positive";0,000760535886796469;0,000920330918343553;0,409492382866386;0,815103636167948;0,0630089583231226;8,21877560103556e-29;0,0159764286336876;0,000919771007789224;0,0007913899743558;0,798816730715016;0,054181226467182;-0,043788002838597;-0,0502529682074516;-0,0437746648009737;-0,0532399185492919
"BP436";"CH0126673539";2022-02-09;"DKSH HOLDING AG ";8580;2021;3,66078566;7;2,998715546;0,662070113;0,152444054;0,22;"Positive";-0,000212970647187728;0,00071807739258002;0,767064802371557;0,761946838852248;0,110699431565872;6,08764435450811e-11;0,314709710828916;-0,000867691178241243;0,000556480119143268;0,687923312971352;0,0857874562037597;0,0419892594690226;0,0854997996386803;0,0416025435674979;0,0829224437484295
"BP437";"CH0126673539";2023-02-09;"DKSH HOLDING AG ";8580;2022;3,288322002;6;3,411948011;-0,123626009;0,12176369;-0,04;"Neutral";-7,6371793064909e-05;0,000824652550375658;0,926297368036528;0,666513742489029;0,0797609340455142;7,4469059284218e-15;0,221541321183073;0,000433219964523023;0,000578228363072914;0,711531517268508;0,0559266254731099;-0,00997582522625244;-0,0854949622024261;-0,0107391937163202;-0,0832417113705367
"BP438";"CH0126673539";2024-02-16;"DKSH HOLDING AG ";8580;2023;2,979709258;7;3,276158404;-0,296449146;0,11157947;-0,09;"Negativ";-0,00121446148597442;0,00060067904411393;0,0444119811538412;0,855775673580775;0,0941659185815098;6,16210832801527e-17;0,538060337038014;-0,00135582047519693;0,000532871170677842;0,832759414458381;0,083535964445875;0,00247150823371012;-0,0279612603163672;0,00246858506229852;-0,0283343694343514
"BP439";"CH0126881561";2020-02-20;"SWISS RE ";4370;2019;2,3269518;15;4,031857782;-1,704905982;0,528062279;-0,42;"Negativ";2,00051560467095e-05;0,000526125927932623;0,969703572881297;0,814995465265386;0,0844319253813764;1,35326895472543e-18;0,173042834544758;0,000227810990441615;0,00038359112499275;0,833323429652231;0,0615581470573215;-0,114669067452994;-0,217296617902197;-0,106969834134519;-0,195099652832821
"BP440";"CH0126881561";2021-02-19;"SWISS RE ";4370;2020;-2,9598048;19;-1,619801858;-1,340002942;0,424410694;-0,83;"Negativ";-0,000490373477339593;0,00142666325805242;0,731386226219061;1,47354745408441;0,101164562213959;4,66115518080541e-34;0,200671252471882;-0,000699767893606563;0,00116494886334687;1,42985016696105;0,0826064182258529;0,0535388442418353;0,0881342437189939;0,053941769746635;0,0949403535128435
"BP441";"CH0126881561";2022-02-25;"SWISS RE ";4370;2021;4,6539036;15;6,479840284;-1,825936684;0,555917548;-0,28;"Negativ";-0,000238142001446838;0,000712209876121001;0,738419960629707;0,845562798713318;0,113301445865377;1,97103711304435e-12;0,000154516718895508;0,000131228313085558;0,000569465639636517;0,722130191720678;0,0905930716558998;-0,158484102477752;-0,0285428916538591;-0,149560650457462;-0,0343654492621805
"BP442";"CH0126881561";2023-02-17;"SWISS RE ";4370;2022;1,557792;12;1,634727452;-0,076935452;0,361962707;-0,05;"Neutral";0,00109143310607935;0,000831977278951909;0,190942728567043;0,971779334212356;0,0820170073348139;2,38151132032798e-25;0,0320285268694852;0,00130118757007568;0,000773433536121058;0,954681715704073;0,0762457168120556;0,00723861208212121;-0,0508047060738031;0,00717253509814708;-0,0551417951380676
"BP443";"CH0126881561";2024-02-16;"SWISS RE ";4370;2023;10,7974458;18;11,13333496;-0,335889164;0,526981561;-0,03;"Neutral";3,73653944538538e-05;0,000795796827727221;0,962593129136211;0,862037773056816;0,124753710024504;5,21130718369922e-11;0,860597948771033;0,000964631730359053;0,000603288176949086;0,798773148104437;0,0945749413242393;-0,0223391762926133;0,0859646603493291;-0,0232117220908351;0,0932718761659683
