"";"ISIN";"Reportdate";"Name";"Group";"Year";"Actual";"Estimate";"Mean";"Surprise";"SurpriseSD";"SurprisePercent";"SurpriseCategory";"CAPM_a";"CAPM_a_sd";"CAPM_a_p";"CAPM_beta";"CAPM_beta_sd";"CAPM_beta_p";"CAPM_BPtest_p";"CAPM_robust_a";"CAPM_robust_a_sd";"CAPM_robust_beta";"CAPM_robust_beta_sd";"CAR_shortterm";"CAR_middleterm";"BHAR_shortterm";"BHAR_middleterm"
"BP";"AT0000A3EPA4";2020-02-11;"AM - SRAM AG ";4060;2019;13,21322;12;11,5461;1,66712;1,7871;0,14;"Positive";0,000284615453750507;0,00227359116639881;0,900493341066417;2,12080163524319;0,364921722164253;2,16535435508237e-08;0,577900496409979;-0,00117565956823064;0,00196532647080035;2,01372671737053;0,315443836578337;-0,0789009646191835;-0,628531479047119;-0,0790223879194669;-0,26815797774435
"BP1";"AT0000A3EPA4";2021-02-09;"AM - SRAM AG ";4060;2020;-2,63904;7;0,7867;-3,42574;2,7354;-4,35;"Negativ";-0,000183468253217774;0,00278198380501859;0,94747882053855;1,4160545496233;0,190463993040147;2,33722436171486e-12;0,756548986796097;0,00118783438571351;0,00209523719874516;1,57176315816662;0,143447004443143;-0,0666553055805505;-0,293393310816162;-0,0700217882374523;-0,282067831534458
"BP2";"AT0000A3EPA4";2022-02-08;"AM - SRAM AG ";4060;2021;5,45464;10;3,9533;1,50134;2,5617;0,38;"Positive";-0,00209241526782192;0,00148882202469077;0,161314428195377;1,32137128232747;0,228224986776589;2,4247068246507e-08;0,613316258965811;-0,00170592147821674;0,00131727778256143;1,20552774825142;0,201928571394299;0,123114234892337;-0,130536706925436;0,124596334892852;-0,127035743157459
"BP3";"AT0000A3EPA4";2023-02-07;"AM - SRAM AG ";4060;2022;2,52503;10;2,6972;-0,17217;1,1558;-0,06;"Negativ";-0,0022819771605734;0,00184480918998724;0,217422288836761;2,05348659653292;0,178426078726636;2,79177463828836e-24;0,65783488428656;-0,00126101554226332;0,00177699732064376;2,02874545608931;0,171867456835683;-0,223974131028153;-0,00315994467858245;-0,205145439434976;-0,00819706980645418
"BP4";"AT0000A3EPA4";2024-02-09;"AM - SRAM AG ";4060;2023;1,6;11;-1,143;2,743;5,2077;2,4;"Positive";-0,00181897998663791;0,002528463170279;0,472660597440245;2,06077683839116;0,391911528262541;3,45066180245326e-07;0,924208893910616;-0,00203335116399826;0,00185808516116869;2,11206592036655;0,28800300661497;0,146548995801028;-0,621576462818491;0,146124995789902;-0,544869427668062
"BP5";"AT0000KTMI02";2020-02-20;"PIERER MOBILITY AG ";8580;2019;2,4201;3;2,30913;0,11097;0,24898;0,05;"Neutral";-0,000653032726604478;0,00087019407558293;0,453792296218131;0,344782908534902;0,139647482391977;0,0143160171241357;0,425226658407148;-0,000865085272460333;0,000781677420430857;0,320117433814019;0,12544245803179;-0,00678119212047053;-0,394019176232422;-0,00715308306896234;-0,333433839121081
"BP6";"AT0000KTMI02";2021-02-01;"PIERER MOBILITY AG ";8580;2020;1,56008;2;1,48753;0,07255;0,08315;0,05;"Neutral";0,00200195932194735;0,00167344668211038;0,232869558712041;0,9902789560681;0,113358224102461;6,33846410071424e-16;0,205523485674339;0,00243229435784251;0,00135055379210027;0,771385838351746;0,0914856631310541;0,0258836072672531;-0,0875693178507673;0,0263000703509546;-0,0938663724966595
"BP7";"AT0000KTMI02";2022-03-29;"PIERER MOBILITY AG ";8580;2021;3,33958;2;3,08706;0,25252;0,42189;0,08;"Positive";0,000860243047263893;0,000806286715836283;0,287182911963686;0,290339073187822;0,110775701913512;0,00938250871179366;0,672150813770412;0,000306196139683653;0,000757019982402317;0,219923646680603;0,104006947238603;0,0179358963825775;-0,0916192366372105;0,0180324373247764;-0,0895084844677466
"BP8";"AT0000KTMI02";2023-03-28;"PIERER MOBILITY AG ";8580;2022;5,03019;2;4,94359;0,0866;0,11359;0,02;"Neutral";0,000227381760044924;0,00114540616204721;0,842825319562191;0,626531135365708;0,123630213371323;8,5493962475596e-07;0,38772590685982;-0,000185671491003961;0,00100965030805411;0,628001149505495;0,108977310539393;-0,0228132045673742;-0,0979927393095704;-0,0231782860477339;-0,0973879528830477
"BP9";"AT0000KTMI02";2024-01-29;"PIERER MOBILITY AG ";8580;2023;2,37;3;2,96333;-0,59333;0,42594;-0,2;"Negativ";-0,00251806287111755;0,00115451823930159;0,0302444874487569;0,774256930635338;0,178248730448293;2,14305505905798e-05;0,438223891255754;-0,00181369509244183;0,000913106878851842;0,696068005788069;0,140976674406984;-0,0286965096775983;-0,0144738370348053;-0,0282012410353011;-0,0176660370061554
"BP10";"CH0000816824";2020-03-03;"OC OERLIKON CORP ";3110;2019;0,329896382;10;0,526025102;-0,19612872;0,077600143;-0,37;"Negativ";-0,00137670025009156;0,000847393371260672;0,105679846249323;1,13835766280425;0,136459691263396;8,16375495694401e-15;0,676285673963285;-0,00165605816505786;0,000775029934004412;1,19532913334247;0,124806670787136;-0,160365087575736;-0,0112910008177304;-0,147817218507735;-0,0216738829546356
"BP11";"CH0000816824";2021-03-02;"OC OERLIKON CORP ";3110;2020;0,319254563;9;0,197820769;0,121433794;0,097202373;0,61;"Positive";0,000554378151289383;0,00117671817615027;0,638022366084332;1,31048531377579;0,0994196950094425;1,34599359650627e-29;0,521257997668713;0,000221806362626644;0,00101297734756587;1,34294644151728;0,0855854026798103;0,0288557411439751;-0,0191269400814236;0,028214978175894;-0,0223751044250009
"BP12";"CH0000816824";2022-03-01;"OC OERLIKON CORP ";3110;2021;0,670434583;8;0,534889737;0,135544846;0,085677283;0,25;"Positive";-0,00117661398727269;0,00085123599601655;0,168305562642276;1,189260728706;0,134290296918148;2,87642263923816e-16;0,508819082107734;-0,00164192773232172;0,000752080888143017;1,11780971373632;0,118647667917965;-0,109986913834007;-0,129578262071961;-0,0998723547946863;-0,125762735764251
"BP13";"CH0000816824";2023-02-21;"OC OERLIKON CORP ";3110;2022;0,627867308;8;0,631198197;-0,003330889;0,093052063;-0,01;"Neutral";-0,000154391482776303;0,000826871149386982;0,852054827790317;1,00658242669043;0,0834520307786907;5,0368410547501e-26;0,33029819167131;-0,000128982955933283;0,000794712854614114;1,0104581894058;0,0802064525442038;-0,0478341408516198;-0,0849675672307282;-0,0471184435594891;-0,0829318958782407
"BP14";"CH0000816824";2024-02-20;"OC OERLIKON CORP ";3110;2023;0,532090939;7;0,384925227;0,147165712;0,09127488;0,38;"Positive";-0,00192320013205001;0,00111965686447157;0,0872705037681804;1,17873733769744;0,175661028896099;1,63744308200194e-10;0,45536834505982;-0,00111502362891893;0,000790899853167987;0,99864245318004;0,124082910014428;0,112145773526572;-0,00118728374727222;0,112940941450186;-0,00746171638829163
"BP15";"CH0001340204";2020-04-06;"GRAUBUENDNER KBK ";4320;2019;79,81364084;2;77,32345524;2,490185594;3,256396546;0,03;"Neutral";0,000281137770381803;0,000513199188630667;0,584377432896454;0,0824132500727385;0,0739717088030283;0,266449577929202;0,935960714392642;0,000215599958790065;0,000476690799711848;0,0702970248815913;0,0687094481179007;0,00104253612624693;0,0333902582234461;0,000928066704454444;0,0335135148736756
"BP16";"CH0001340204";2021-02-04;"GRAUBUENDNER KBK ";4320;2020;75,7697497;1;72,79004044;2,979709258;0;0,04;"Neutral";-0,000153696654337475;0,000642497439772649;0,811160628453022;0,143520793616918;0,0435340119740996;0,00114108594016731;0,701286168713788;0,000126892890606248;0,000552701978406924;0,127461429710193;0,0374496971608009;0,013047353415914;0,0192483486957087;0,0128818536502577;0,017978532200178
"BP17";"CH0001340204";2022-02-04;"GRAUBUENDNER KBK ";4320;2021;87,19906307;1;87,26291398;-0,063850913;0;NA;"Positive";4,67655622330608e-05;0,000527165372451414;0,929392366452238;0,127838911848958;0,0812421317556967;0,117034046550489;0,409018258574269;0,000220868514329727;0,000487179136004254;0,0936016000680629;0,0750798015655551;0,0397400789421468;0,0294709912209198;0,0402400942033883;0,0275432362595385
"BP18";"CH0001340204";2023-02-10;"GRAUBUENDNER KBK ";4320;2022;88,72084315;1;83,00618647;5,714656684;0;0,07;"Positive";0,000131909394763916;0,000680117737651705;0,846394167885644;0,105987271777977;0,0664167907181743;0,111977627511895;0,275113766481127;5,76408907913134e-06;0,000637259697904739;0,0813966667314834;0,0622314955863435;0,0056524251024532;-0,0337845464690809;0,00562931778463405;-0,0337850021477843
"BP19";"CH0001340204";2024-02-09;"GRAUBUENDNER KBK ";4320;2023;103,8641513;1;99,77662868;4,087522593;0;0,04;"Neutral";-0,000151466766313892;0,000507866669884548;0,765801844054674;0,323115690290639;0,0787192809797179;5,71516442480308e-05;0,980824030556397;-0,000206192675155306;0,000472924234793345;0,291763789701776;0,0733032071769513;0,0409977515909473;0,00666802502226232;0,0408811585142825;0,0049432239553866
"BP20";"CH0001624714";2020-02-26;"CPH GROUP AG ";6120;2019;8,321902284;3;7,05552585;1,266376435;0,056976298;0,18;"Positive";-0,00050839306699013;0,000491833150227614;0,302430667431361;0,074149746105074;0,0795462352290257;0,352280819934906;0,434025811590887;-0,000653592925622358;0,000444392801955225;0,12126441614389;0,0718735090183668;0,0225301261836006;-0,00275321074672418;0,0222757055358812;-0,0453452176379949
"BP21";"CH0001624714";2022-02-16;"CPH GROUP AG ";6120;2021;-26,88123423;1;0,468240026;-27,34947426;0;-58,41;"Negativ";-0,000588365801442375;0,00106873329756283;0,582519545827106;0,338184530281213;0,170735265236214;0,04887034219937;0,157333260320376;-0,00104051840844091;0,000784751413972656;0,409570361222665;0,125367798602942;0,0609844187659897;0,0536725417717872;0,0618162160341842;0,0496159363678249
"BP22";"CH0001624714";2023-02-21;"CPH GROUP AG ";6120;2022;17,910181;3;16,51397438;1,396206624;1,774278519;0,08;"Positive";0,00115941132271535;0,000851821557816116;0,174882081961417;0,0879408853773447;0,0859701525606789;0,307472647396062;0,273097324459239;0,000569125162064247;0,000779182833376727;0,161661780248586;0,0786390840234168;0,0406950185324723;0,0129372302408232;0,0406888709028317;0,00529095411143032
"BP23";"CH0001624714";2024-02-20;"CPH GROUP AG ";6120;2023;13,99399169;2;12,29981414;1,694177549;1,364281167;0,14;"Positive";-0,000286563267434853;0,000863340764844428;0,740264314098615;0,397079163535296;0,135448039352746;0,00373007689846526;0,0179265661541629;-0,000502537157499226;0,000598197777372992;0,254007243812923;0,0938502146425838;-0,0730239517125806;0,0568201211477939;-0,0722758825319963;0,0547948771930525
"BP24";"CH0002178181";2020-04-13;"STADLER RAIL AG ";8592;2019;1,351510985;7;1,505817357;-0,154306372;0,13574704;-0,1;"Negativ";0,000374551101748021;0,000767764470026234;0,626146708715257;0,665294403282244;0,0993124804149662;1,74594038265376e-10;0,252159191524412;0,000772666689831345;0,00072415490251744;0,649917046788541;0,0936714609510487;-0,0542151305334091;-0,179557170942623;-0,0543184912987366;-0,180463987674672
"BP25";"CH0002178181";2021-03-11;"STADLER RAIL AG ";8592;2020;1,468570991;8;1,422545125;0,046025866;0,093094631;0,03;"Neutral";-0,000322333076741191;0,0010168930584543;0,751562001578402;0,680525809713162;0,106616590951308;1,02279796493995e-09;0,583951132976529;-0,000892713054343438;0,000870893764572815;0,620993583735055;0,0913092320648163;-0,0211526740291662;-0,0302208296354773;-0,0211021400312441;-0,0305928678461926
"BP26";"CH0002178181";2022-03-15;"STADLER RAIL AG ";8592;2021;1,426003716;10;2,002577458;-0,576573741;0,359991446;-0,29;"Negativ";-0,000262729281308297;0,000808321675074254;0,74546819822455;0,466258251010309;0,115186540890805;7,17054663777836e-05;0,248020032999743;-0,000710891250935945;0,000641233791655342;0,444392344890872;0,0913763723536043;0,0652485024220172;0,0123292221220484;0,0657362980895988;0,00688281703701699
"BP27";"CH0002178181";2023-03-15;"STADLER RAIL AG ";8592;2022;0,776852771;11;1,370762035;-0,593909264;0,307612414;-0,43;"Negativ";0,000380267133025934;0,000934832876595731;0,684570124990208;1,01588988429956;0,100840018426106;7,38879074934903e-20;0,172394571732794;0,000564178389436299;0,0008457992952316;1,08044525749024;0,0912360044787187;-0,0205054782598633;0,00518401923402915;-0,0227326849029712;0,00490896281902087
"BP28";"CH0002178181";2024-03-13;"STADLER RAIL AG ";8592;2023;1,319585528;11;1,469347844;-0,149762316;0,097926016;-0,1;"Negativ";-0,00112324577319648;0,000848545087054604;0,186972371938995;1,14384440256753;0,140700782608031;3,16468493991671e-14;0,82182147387402;-0,00115414084566152;0,000699007316455549;1,1995868688812;0,115905304237188;0,0227381161146876;0,0380757642047655;0,0221755306118991;0,0349237793039443
"BP29";"CH0002361068";2020-03-06;"STARRAG GROUP HOLD ";4980;2019;2,149647393;1;1,266376435;0,883270959;0;0,7;"Positive";0,000245110297853198;0,0013625745051955;0,857407122990936;0,306214565475576;0,21892808987658;0,16331773114837;0,950030387643762;-0,000377577000111443;0,00108471812494655;0,180755434922596;0,174284243719194;-0,0172845439923219;-0,18214703897955;-0,017407484911021;-0,176545817954308
"BP30";"CH0002361068";2021-03-05;"STARRAG GROUP HOLD ";4980;2020;-0,202194557;1;0,329896382;-0,532090939;0;-1,61;"Negativ";0,000266824680567898;0,00159403495460387;0,867218066743372;0,37719761703791;0,142813255274843;0,00885673246403444;0,0699409073705358;-0,000549513381736104;0,00111754586785215;0,220120256105446;0,100123502841616;-0,0467171987559105;0,0778507283566119;-0,0469157070084547;0,0735247994109323
"BP31";"CH0002361068";2022-03-04;"STARRAG GROUP HOLD ";4980;2021;-1,713332823;1;-2,224140125;0,510807301;0;0,23;"Positive";0,000500845789991197;0,00158087890697231;0,751685952669351;0,452189726412308;0,246620066767564;0,0680783497842881;0,747234836348632;-0,000376712149709523;0,00123952870612009;0,190119397068314;0,193368796885973;-0,100202022966926;0,089628831611177;-0,0966490649096512;0,0839940610286172
"BP32";"CH0002361068";2023-04-13;"STARRAG GROUP HOLD ";4980;2022;3,522442016;1;5,842358509;-2,319916494;0;-0,4;"Negativ";0,00127802073134914;0,00179923455455444;0,47826540306627;0,454418993823547;0,19673432412693;0,0218300967586183;0,87464824266553;0,000208309776791034;0,00087187865574155;0,131969973095488;0,0953341284068918;-0,0260543207813689;0,0631124368469884;-0,026171480880073;0,0548669898671459
"BP33";"CH0002361068";2024-04-15;"STARRAG GROUP HOLD ";4980;2023;7,672751339;1;5,448611214;2,224140125;0;0,41;"Positive";0,000430061149734488;0,00164098960256607;0,793510522997248;0,661810984281178;0,273799260752907;0,0164617747431495;0,761609703472493;0,000318652807706823;0,00145806122025096;0,619739022273823;0,243277643936882;0,010592369809068;-0,0719883540687996;0,0101529827856631;-0,0751259228797099
"BP34";"CH0002432174";2020-03-04;"BUCHER INDUSTRIES AG ";4910;2019;23,32686676;10;22,8104193;0,516447465;0,727070343;0,02;"Neutral";-0,000687023141570806;0,000772678653199374;0,37490091627663;1,06239854521232;0,124486302088265;2,36165963395437e-15;0,539610374931963;-0,000742057479474277;0,000664170872777432;1,14405857075378;0,107004607367436;0,00441698181503218;-0,0227248930921524;0,00507575690187501;-0,0181933838152031
"BP35";"CH0002432174";2021-01-28;"BUCHER INDUSTRIES AG ";4910;2020;15,65411542;10;15,50832251;0,145792917;0,990104177;0,01;"Neutral";0,00104594408018292;0,000990782739693067;0,292280137893734;0,840056385616826;0,0673498100896387;2,48446885038724e-27;0,0430736598823551;0,00139452163013842;0,000885508301371603;0,897744480495938;0,0601936363451905;-0,0149494931147481;0,0732006278014404;-0,015298593279197;0,0770455928968301
"BP36";"CH0002432174";2022-01-27;"BUCHER INDUSTRIES AG ";4910;2021;27,62616155;9;27,36377686;0,262384684;0,626334886;0,01;"Neutral";-0,000916090755047971;0,000722432416163878;0,206121420439226;1,1388239054055;0,111373154896424;2,57959372004688e-20;0,240194797005609;-0,000937299710481278;0,000714511643922487;1,163663895913;0,110152056044819;-0,10333704595775;-0,0539768603535191;-0,105332218019157;-0,0499828850960871
"BP37";"CH0002432174";2023-01-26;"BUCHER INDUSTRIES AG ";4910;2022;34,43692557;9;32,21845753;2,218468035;1,516139921;0,07;"Positive";0,000494764016948748;0,000970583724465257;0,610733463199626;1,19302239046706;0,093537929247144;3,14000129108407e-28;0,396387605010734;0,000533952491976008;0,000930400567301491;1,20275111321795;0,0896653634736121;0,00365542989380501;0,0395682522254812;0,00325611509795909;0,0379959398485311
"BP38";"CH0002432174";2024-01-30;"BUCHER INDUSTRIES AG ";4910;2023;36,58657296;8;34,21331967;2,373253289;2,59834904;0,07;"Positive";-0,00063536820575372;0,000706375768797943;0,369387005213918;1,06123692796369;0,109373264855777;9,59553647370688e-19;0,189387935499796;-0,000177537993148745;0,000613744094339274;1,16096412935889;0,095030433303326;0,0381402677334238;0,0482338328359949;0,0383562591392201;0,0499284321827214
"BP39";"CH0002619481";2020-03-20;"WARTECK INVEST AG ";4380;2019;NA;NA;NA;0;NA;NA;NA;0,000728801404229294;0,000495774229561432;0,14298967674199;0,000533356053491126;0,0768067120374172;0,994465749136787;0,275989749629955;2,2204277836979e-07;1,74580718951354e-07;6,90835124849497e-06;2,70465268427599e-05;0,0312243949632472;0,077475256369371;0,0315781016131869;0,0785263219819299
"BP40";"CH0002619481";2021-03-23;"WARTECK INVEST AG ";4380;2020;112,5797796;1;68,93404126;43,64573831;0;0,63;"Positive";0,000548334836190674;0,000395596897006587;0,16712759751352;0,0878582336725171;0,0428008343725221;0,0412883040051977;0,818837705089001;0,000363542282295285;0,000377213254828667;0,0766458995623653;0,0408118520777299;0,0060802239816389;0,0410964222963394;0,00605793562770063;0,0420779462643328
"BP41";"CH0002619481";2022-03-21;"WARTECK INVEST AG ";4380;2021;115,327146;1;72,3932283;42,93391769;0;0,59;"Positive";0,000150985691749954;0,000359795306509784;0,675157417808844;-0,00497784776072823;0,0510074766897858;0,922346684606386;0,210934919332337;4,12751515353608e-09;2,19671960449048e-08;-2,03478208300126e-07;3,11424640601854e-06;-0,00840314380443376;0,00873866346629666;-0,00843875417937023;0,00843860671132668
"BP42";"CH0002619481";2023-03-20;"WARTECK INVEST AG ";4380;2022;91,50619023;1;69,85815552;21,64803471;0;0,31;"Positive";-0,000175872034610098;0,000538894184271074;0,74446572602707;0,130894986465316;0,0579792758184847;0,0249556634506988;0,19358209516436;-0,000125400409254596;0,000416271168864389;0,1249690240654;0,044786345110622;-0,0418387568259526;-0,0592861878369937;-0,0412510305263005;-0,0599025954557243
"BP43";"CH0002619481";2024-03-20;"WARTECK INVEST AG ";4380;2023;67,33140463;1;80,33979364;-13,00838901;0;-0,16;"Negativ";-0,000382972224923565;0,000654352622941903;0,558969501524327;0,0408848436269105;0,109389326453492;0,708947932538231;0,579519531487575;-0,000760138715193198;0,000549113645293295;-0,0685943739151275;0,0917963338100479;-0,014763865191091;-0,00607224187204644;-0,0146698693832414;-0,00632021328011334
"BP44";"CH0003390066";2020-03-16;"MIKRON HOLDING AG ";4970;2019;0,574658214;1;0,585300033;-0,010641819;0;-0,02;"Neutral";-0,000815366866265103;0,00126072024143733;0,518473033305226;0,305945855509112;0,199075931102832;0,125778454318002;0,294327312908097;-0,000424767650710745;0,000946238513834533;0,18622811387926;0,149417219614249;-0,220948872441127;-0,039019147636105;-0,208502265431844;-0,0611948386062813
"BP45";"CH0003390066";2021-03-10;"MIKRON HOLDING AG ";4970;2020;-1,436645535;2;-1,04821915;-0,388426385;0,34585911;-0,37;"Negativ";0,000963494080490007;0,00177577493219288;0,587973009706116;0,47741715997313;0,182699565941481;0,00959358798116948;0,42718026106525;-0,00028879958928476;0,00154333040788136;0,324777264998213;0,158784646923705;0,0274281169240823;0,115058236587437;0,0264047465027171;0,102533186973713
"BP46";"CH0003390066";2022-03-11;"MIKRON HOLDING AG ";4970;2021;1,106749153;2;0,989689146;0,117060007;0,180910919;0,12;"Positive";0,000795855238042583;0,00144590119814113;0,58259123029142;0,392438517157519;0,207973539275827;0,0604880308143285;0,219758167967431;-0,000281696462380022;0,00124120133294859;0,484221157837591;0,178530202823718;0,136882231524767;0,066825056595648;0,143776998190925;0,0666574623276901
"BP47";"CH0003390066";2023-03-10;"MIKRON HOLDING AG ";4970;2022;1,56434736;1;1,574989179;-0,010641819;0;-0,01;"Neutral";0,00177384768721251;0,00141393046358375;0,210979113794192;0,171938815479016;0,151920581297002;0,258969819179204;0,732730552176511;0,00129608577194641;0,000879828931053658;0,183714796051424;0,0945337313893123;0,00581230448999653;-0,00309195529506873;0,00555538377447096;-0,00762258706257035
"BP48";"CH0003390066";2024-01-24;"MIKRON HOLDING AG ";4970;2023;1,841034649;2;1,793146464;0,047888185;0,09045546;0,03;"Neutral";0,00154291295425221;0,00124371989381906;0,216094587514459;0,442835321365011;0,191440021146862;0,0216406203709494;0,865047749644088;0,00107385422375077;0,000986439982627015;0,405551951572682;0,151838120522739;0,0672527641976661;0,00743195103886384;0,0688401354822952;0,00537845324944453
"BP49";"CH0003420806";2020-03-16;"ORELL FUESSLI HOLD ";6450;2019;5,416685758;1;6,119045797;-0,702360039;0;-0,11;"Negativ";0,000855576259762891;0,000675036591625377;0,206339855442362;-0,121480882338221;0,106592671069591;0,25566715545255;0,19621827819047;0,000753516589047727;0,000597791091331018;-0,11167221073444;0,0943951038463728;-0,0659689894422499;0,0178424356538886;-0,0675706199473309;0,0146964877002396
"BP50";"CH0003420806";2021-03-17;"ORELL FUESSLI HOLD ";6450;2020;7,130018581;1;6,651136736;0,478881845;0;0,07;"Positive";0,00063274725461862;0,000705413400964457;0,370710378602735;0,190932791530096;0,07524751455571;0,0118637392739047;0,178715586775883;0,000512465211697129;0,000572242059455661;0,185287944208808;0,0610419261094374;-0,050909744662257;-0,0338577100204745;-0,0522352028201426;-0,0373736139127316
"BP51";"CH0003420806";2022-03-30;"ORELL FUESSLI HOLD ";6450;2021;5,097431195;1;5,57631304;-0,478881845;0;-0,09;"Negativ";-0,000930798914272352;0,000858965172298337;0,279721239339799;0,277988761011778;0,11807573140737;0,0194409424168483;0,733727392054446;-0,00123038570607174;0,000769304641597559;0,279605951088799;0,105750746550835;-0,00645245208119757;0,0791952581004556;-0,0066548248023367;0,0767762731936229
"BP52";"CH0003420806";2023-03-10;"ORELL FUESSLI HOLD ";6450;2022;4,607907531;1;6,163741436;-1,555833905;0;-0,25;"Negativ";-0,000173491364742837;0,000864767166566608;0,84118030206891;0,20425929824075;0,0929154113409335;0,0289724382778322;0,337911772725178;-0,000417384566038698;0,000856945713714216;0,224699426578394;0,0920750307886178;0,0122345916956001;-0,0326886018797796;0,0114401729082952;-0,0357469988712436
"BP53";"CH0003420806";2024-03-08;"ORELL FUESSLI HOLD ";6450;2023;6,53407673;1;5,301754115;1,232322614;0;0,23;"Positive";-0,000255572454188489;0,000667186621214264;0,702046890001947;0,0273629788157041;0,109572500105429;0,803034202383015;0,592739935204119;-0,000237399745274291;0,000575005190244566;-0,0428015714921496;0,0944334827248604;0,026574060607122;0,0689888223080649;0,0265397032027783;0,0692329227562821
"BP54";"CH0003541510";2020-03-03;"FORBO HOLDING AG ";7330;2019;91,87082151;8;91,43970015;0,431121362;1,122115939;NA;"Positive";-0,000182922957700045;0,000679483856202736;0,788022555526737;0,940814117147442;0,109420442005516;1,55891501278841e-15;0,843464931708248;-0,000254227127680973;0,000615501948889223;0,899860657137192;0,0991171382335543;-0,0348164416502199;-0,13020888970707;-0,0360292038074382;-0,125653504146179
"BP55";"CH0003541510";2021-03-04;"FORBO HOLDING AG ";7330;2020;70,87451306;8;64,52533793;6,349175128;4,559295703;0,1;"Positive";0,00059527768634318;0,00100431196053814;0,553978820489648;0,921103219685195;0,086156170068498;9,73158754183131e-22;0,408611973391402;0,000569321613833297;0,000852324322129271;0,861701480504376;0,0731177185339299;0,0188899896630864;0,0503884324195511;0,0187533370457456;0,0522693310363276
"BP56";"CH0003541510";2022-03-03;"FORBO HOLDING AG ";7330;2021;97,50034364;7;95,05378951;2,446554137;4,558678477;0,03;"Neutral";-1,40903546998625e-05;0,000661811718751828;0,983033244276683;1,02255815567796;0,104637924311129;5,95650038048048e-19;0,98573015507701;-0,000199705376187672;0,000649532869793531;1,02055111554665;0,102696536403478;0,117753646414995;-0,142965460149049;0,113712120606175;-0,144950622826815
"BP57";"CH0003541510";2023-01-17;"FORBO HOLDING AG ";7330;2022;76,36569155;7;81,33587852;-4,970186968;7,717404411;-0,06;"Negativ";-0,00163567254173422;0,0012297523964713;0,18487450074865;0,99091004742487;0,119031389319394;9,12198908443763e-15;0,421644572131526;-0,00110906162754586;0,000897162568426656;1,00890215292778;0,0868390313949456;0,0210203266284503;0,149674140726829;0,0186525320167071;0,149030677366012
"BP58";"CH0003541510";2024-03-05;"FORBO HOLDING AG ";7330;2023;77,20639523;6;76,88536349;0,321031747;1,387331347;NA;"Positive";-0,00114897300812995;0,000893919748937964;0,200038034941949;0,984917123612021;0,147935679863875;2,20585825972947e-10;0,194486674839126;-0,00129378389379156;0,000891636852128641;0,991506846701191;0,147557880970913;0,0891728951344678;0,0412447344772409;0,0929120219557742;0,0376433497193762
"BP59";"CH0003671440";2020-04-15;"RIETER HOLDING AG ";4970;2019;12,39771888;6;13,43955293;-1,041834058;1,644905929;-0,08;"Negativ";-0,00129907632772005;0,000950041713638792;0,172905224419776;0,805490547923924;0,120772637446539;2,06407103563831e-10;0,678643573214953;-0,00103233065405336;0,000784760142099632;0,744800985741023;0,0997614639059185;-0,062850109455244;0,0827652577788259;-0,0653530814172084;0,0710373687051822
"BP60";"CH0003671440";2021-03-09;"RIETER HOLDING AG ";4970;2020;-21,33684665;7;-19,95386781;-1,382978843;2,568030498;-0,07;"Negativ";-0,000441495256938858;0,00137864281926664;0,749092459235168;0,786868265657589;0,130432832730256;6,79592202444721e-09;0,91853872433895;-0,00076100900077891;0,00133258558303028;0,8166576961335;0,126075376465239;0,0245010572100396;0,140629143042951;0,0240887405106154;0,146982407489306
"BP61";"CH0003671440";2022-03-09;"RIETER HOLDING AG ";4970;2021;7,481198601;6;7,374429233;0,106769368;1,509829323;0,01;"Neutral";0,00135622512007418;0,00134293253683245;0,313658564209281;1,40019130509929;0,193493703257447;7,67538138020031e-12;0,358174248874334;0,000102544847848098;0,00127894783101603;1,32123899900034;0,184274597054646;0,0688092425266358;-0,143027381067945;0,0744940092612218;-0,149182424539247
"BP62";"CH0003671440";2023-01-25;"RIETER HOLDING AG ";4970;2022;2,87329107;4;7,023600393;-4,150309323;3,16315293;-0,59;"Negativ";-0,00171853107158476;0,00134843008446424;0,203848227670364;1,05874745770863;0,130727377804113;3,84416402248805e-14;0,590408271071597;-0,0021890720961559;0,00131987634916934;1,04807887859794;0,127959154976232;-0,0626961078763214;0,132083424470657;-0,0672659258165326;0,124243277827372
"BP63";"CH0003671440";2024-01-24;"RIETER HOLDING AG ";4970;2023;17,52707553;5;13,62770029;3,899375237;2,683196261;0,29;"Positive";-0,000555783246362637;0,00109776533893787;0,613165162912012;0,905694382658682;0,168973915063171;2,10520355496203e-07;0,796492168282;-0,000859102851992103;0,000953718553180126;0,804437773812526;0,14680146301135;0,0684139223298009;0,153901414225302;0,0678095295685242;0,159370569690043
"BP64";"CH0006372897";2020-02-19;"INTERROLL HOLDING AG ";4992;2019;70,97028943;8;68,93571202;2,034577407;1,437379821;0,03;"Neutral";0,000405819713531064;0,00143922044439516;0,77823134177047;1,52734672283407;0,230960515118229;2,8391528813758e-10;0,42097589224159;0,000739721145629621;0,00109306698117911;1,61314911895801;0,175411149845047;-0,0348251820057221;0,131437150359725;-0,0324590987504452;0,0796328076745707
